NPC_SEARCH	Npc Arama
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Düþük rütbe puanlarýnda verilen hasar artar.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Kritik Vuruþ Direnci +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Delici Vuruþ Direnci +%d%%	SA
TOOLTIP_ANTI_SELL	Depoda satýlamaz
TOOLTIP_APPLY_ACCEDRAIN_RATE	Emiþ oraný: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Hayvanlara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Ninjalara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Çan savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Ok savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Pençe savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Zodyak canavarýna karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Hançer savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Çöl canavarýna karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Þeytanlara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Yelpaze savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Yarý insanlara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Böceklere karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Mistiklere karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Canavarlara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Orklara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Þamanlara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Suralara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Kýlýç savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Çift el savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Ölümsüzlere karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Savasçýlara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Lycanlar'a karþý güçlü + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Kanama Saldýrýsý +%d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Kanama saldýrýlarýnda direnç +%d%%	SA
TOOLTIP_APPLY_BLOCK	Yakýn dövüþ saldýrýlarý bloklama þansý: %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Savaþta her 5 saniyede SP yenile %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Kritik Vuruþ Þansý: +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	Vuruþ yapýldýðýnda Sp geri kazaným þansý %d%%	SA
TOOLTIP_APPLY_DODGE	Oklardan korunma þansý %d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK	Karanlýðýn gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Karanlýðýn gücü +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Topraðýn gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Topraðýn gücü +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Þimþeklerin gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Þimþeklerin gücü +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Ateþin gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Ateþin gücü +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Buzun gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Buzun gücü +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Rüzgarýn gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Rüzgarýn gücü +%d%% ~ +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	EXP Bonus þansý %d%%	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	Ýki kat Yang düþme þansý %d%%	SA
TOOLTIP_APPLY_IMMUNE_FALL	Yere düþme karþýsýnda baðýþýklýk	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Yavaþlama karþýsýnda baðýþýklýk	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Sersemlik karþýsýnda baðýþýklýk	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	Ýki Kat eþya düþme þansý %d%%	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	HP yenileme þansý %d%%	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	SP yenileme þansý %d%%	SA
TOOLTIP_APPLY_MANA_BURN_PCT	SP çalma þansý %d%%	SA
TOOLTIP_APPLY_MAX_HP_PCT	Maks. HP %d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Maks. SP +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Efekt yok.
TOOLTIP_APPLY_NO_DEATH_PENALTY	Karakter ölüp burada baþla dediðinde deneyim kaybetmeyecek.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Ejderha Tanrýsý koruyucu kanatlarýný senin üzerinde tutuyor. Gemide dirilirsen tecrübe puaný kaybetmezsin.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	Delici Vuruþ için þansý %d%%	SA
TOOLTIP_APPLY_POISON_PCT	Zehirleme þansý %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Zehre karþý koyma %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Ýksir etkisi %d%% yükseldi	SA
TOOLTIP_APPLY_REFLECT_CURSE	Lanet Yansýtýlmasý: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	Yakýn dövüþ vuruþlarýný yansýtma þansý: %d%%	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Ninja saldýrýlarýna karþý savunma þansý %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Çan Savunmasý %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Pençe savunmasý +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Býçak Savunmasý %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Yelpaze Savunmasý %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Yarý insanlara karþý direnç %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Düþüþ direnci +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Þaman saldýrýlarýna karþý savunma þansý: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Sura saldýrýlarýna karþý savunma þansý: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Kýlýç Savunmasý %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Çift-El Savunma %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Savaþçý saldýrýlarýna karþý savunma þansý: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Rüzgar Dayanýklýlýðý %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Lycanlar'a karþý savunma þansý +%d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Kitaptan öðrenme þansý 2,5 arttý	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Öðrenme baþarýsýz olursa, anýnda bir kere daha deneme þansýna sahipsin.	SNA
TOOLTIP_APPLY_SLOW_PCT	Yavaþlama þansý: %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% hasar, HP ile absorbe edilecek	SA
TOOLTIP_APPLY_STEAL_SP	%d%% hasar, SP ile absorbe edilecek.	SA
TOOLTIP_APPLY_STUN_PCT	Bayýlma þansý: %d%%	SA
TOOLTIP_ARMOR	Zýrh
TOOLTIP_ARROW	Ok
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_STONE	+%d%% Metin taþý karþýsýnda güçlü	SA
TOOLTIP_ATT_GRADE	Saldýrý Deðeri +%d	SA
TOOLTIP_ATT_SPEED	Saldýrý Hýzý +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Saldýrý hýzý düþtü	SNA
TOOLTIP_AUTO_POTION_HP	Güneþ Özütü
TOOLTIP_AUTO_POTION_REST	Kalan miktar: %.2f%%
TOOLTIP_AUTO_POTION_SP	Ay Özütü
TOOLTIP_AUTO_POTION_USING	Etkin
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Otomatik Av	SNA
TOOLTIP_BATTLE_POTION	Savaþ Bölgesi Muharebe Ýksiri	SNA
TOOLTIP_BOW_DISTANCE	Yay Menzili +%dm	SA
TOOLTIP_BUYPRICE	%s
TOOLTIP_CAST_SPEED	Büyü Hýzý +%d%%	SA
TOOLTIP_CON	Canlýlýk +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Kostüm bonusu %d%%	SA
TOOLTIP_DAMAGE_HP_RECOVERY	%d%% Hasarý HP olarak emer	SA
TOOLTIP_DAMAGE_SP_RECOVERY	%d%% Hasarý SP olarak emer	SA
TOOLTIP_DEF_GRADE	Savunma +%d	SA
TOOLTIP_DEX	Çeviklik +%d	SA
TOOLTIP_DS_SET	DSS Set etkisi	SNA
TOOLTIP_EAR	Küpe
TOOLTIP_ENERGY	Enerji %d	SA
TOOLTIP_ETC	v.b.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. eklenen Bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. eklenen Bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Puanlar %d / %d
TOOLTIP_FISHINGROD_LEVEL	Seviye: %d
TOOLTIP_FISHINGROD_UPGRADE1	Onu balýkçýya ver;
TOOLTIP_FISHINGROD_UPGRADE2	daha iyi
TOOLTIP_FISHINGROD_UPGRADE3	bir olta almak için.
TOOLTIP_FISH_LEN	Uzunluk: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. eklenen Bonus +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Hýzlandýrma +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Ejderha Tanrýsý Kutsamasý +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Ejderha Tanrýsý Kaný +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Ejderha Tanrýsý Öfkesi +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Büyü Desteði +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Kutsal Zýrh +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+%20 EXP | +5% nesne düþürme | +%10 canavarlara karþý güçlü	SNA
TOOLTIP_HELMET	Kask
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Savaþta %d sn boyunca karanlýðýn gücünü al	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Savaþta %d sn boyunca topraðýn gücünü al	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Savaþta %d sn boyunca þimþeðin gücünü al	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Savaþta %d sn boyunca ateþin gücünü al	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Savaþta %d sn boyunca buzun gücünü al	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Savaþta %d sn boyunca rüzgarýnn gücünü al	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Savaþta %d sn boyunca karanlýðýn direncini al	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Savaþta %d sn boyunca toprak direnci al	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Savaþta %d sn boyunca þimþek direnci al	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Savaþta %d sn boyunca ateþ direnci al	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Savaþta %d sn boyunca buz direnci al	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Savaþta %d sn boyunca rüzgar direnci al	SA
TOOLTIP_HP_REGEN	HP Üretimi +%d%%	SA
TOOLTIP_INT	Zeka +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Saldýrý deðeri %d
TOOLTIP_ITEM_ATT_POWER	Saldýrý deðeri %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Saldýrý deðeri %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Saldýrý deðeri %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Saldýrý hýzý %s
TOOLTIP_ITEM_DEF_GRADE	Defans %d
TOOLTIP_ITEM_FAST	Hýzlý
TOOLTIP_ITEM_LIMIT_CON	Canlýlýk üst limiti: %d
TOOLTIP_ITEM_LIMIT_DEX	Çeviklik üst limiti: %d
TOOLTIP_ITEM_LIMIT_INT	Zeka üst limiti: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Seviye: %d
TOOLTIP_ITEM_LIMIT_STR	Güç üst limiti: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Büyülü saldýrý deðeri %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Büyülü saldýrý deðeri %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Büyü Savunmasý %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Yavaþ
TOOLTIP_ITEM_VERY_FAST	Çok Hýzlý
TOOLTIP_ITEM_VERY_SLOW	Çok Yavaþ
TOOLTIP_ITEM_WEARABLE_JOB	[ Giyilebilir ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Þans Numarasý: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Büyü Saldýrý +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Büyülü Saldýrý Deðeri +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Büyü Savunmasý +%d	SA
TOOLTIP_MALL_AUTOLOOT	Yerdeki mevcut Yang`ýn otomatik olarak toplanmasýný saðlayan el.	SNA
TOOLTIP_MALL_DEFBONUS	Savunma +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Savunma	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	EXP artýþýný %50 arttýrýr	SNA
TOOLTIP_MALL_FISH_MIND	Balýk yakalama þansýný ikiye katlar.	SNA
TOOLTIP_MALL_GOLDBONUS	Yang düþürme þansý %d%% arttý	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Ýki katý Yang düþürme þansý	SNA
TOOLTIP_MALL_ITEMBONUS	Nesne düþürme þansý %d%% arttý	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	Eþya ele geçirmede iCafe þansý için %%%.1f artýþ	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Nesne düþürme þansý %200 arttý.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Sevgi Puaný daha hýzlý artar.	SNA
TOOLTIP_MALL_SAFEBOX	Depoya fazladan 2 oda daha eklenir	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. SP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Dayanýklýlýk +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	%%90'dan fazla HP'n olursa, aldýðýnd hasar %d%% düþer.	SA
TOOLTIP_MOV_SPEED	Hareket Hýzý %d%%	SA
TOOLTIP_NECK	Kolye
TOOLTIP_NEED_ALL_SP	Gereken SP: Max.
TOOLTIP_NEED_GSP	Gereken Ejderha Hayaleti: %d
TOOLTIP_NEED_HP	Gereken HP: %d
TOOLTIP_NEED_HP_PER_SEC	HP/Sn.: %d
TOOLTIP_NEED_SKILL_POINT	Gereken Beceri Puaný:
TOOLTIP_NEED_SP	Gereken SP: %d
TOOLTIP_NEED_SP_PER_SEC	SP: %d / Sn.
TOOLTIP_NEXT_SKILL_LEVEL_1	Sonraki Seviye: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Sonraki Seviye: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Saldýrý hasarý %d%% þansla engellendi	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Ortalama Zarar %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Patronlara karþý saldýrý hasarý +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Ortalama Zarara Direniþ %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Patronlardan saldýrý hasarý -%d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Grup üyesi %d den fazla.
TOOLTIP_PARTY_INFO_GRADE_UP2	Saldýrý Seviyesi +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Savunma Seviyesi +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Tüm grup üyelerine 60 dakika HP/SP Yüklenir.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Tüm grup üyelerine 30 dakika HP/SP Yüklenir.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Grup üyesi öldükten sonra 3 dakika beklemelisiniz.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Ayný serverda olduðunuz zaman grup üyelerinizi çaðýrabilirsiniz.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Saldýrý Seviyesi +(Grup üye sayisi./2) %d Saldýrý birimi seçilebilir.
TOOLTIP_PARTY_INFO_SET_TANKER	Savunma Seviyesi +(Grup üye sayisi)  1 Yakýn Dövüs Savasçýsý seçilebilir.
TOOLTIP_PARTY_SKILL_LEVEL	Mevcut Seviye: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Saldýrý/Savunma yükseltildi]
TOOLTIP_PARTY_TITLE_HEAL	[Yükleme]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	%d Grup üyesi olduðunda %d%% bonus EXP alýrsýn.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Çaðýr]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Saldýrý Birimi olarak ayarla]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Yakýn Dövüþ Savaþçýsý olarak belirle]
TOOLTIP_PEPSI_EVENT	%5 EXP bonusu ve %5 daha yüksek bir nesne düþürme þansý.	SNA
TOOLTIP_PICK_EXP	Puanlar: %d / %d
TOOLTIP_PICK_LEVEL	Seviye: %d
TOOLTIP_PICK_UPGRADE1	Onu oduncuya ver;
TOOLTIP_PICK_UPGRADE2	daha iyi
TOOLTIP_PICK_UPGRADE3	bir kazma alabilmek için.
TOOLTIP_POTION_CURE	Olumsuz sonuçlarý geri al.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Saldýrý Hýzý: +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS SAL. CANAVAR: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	SAL: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	SAL: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	SAV: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	HASAR DÝRENCÝ: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP: +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP: +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Hareket Hýzý: +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	KARANLIK DÝRENCÝ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	TOPRAK DÝRENCÝ : +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	BUZ DÝRENCÝ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	BÜYÜ DÝRENCÝ: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	SP: +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP: +%d
TOOLTIP_POTION_PLUS_STR_POINT	GÜÇ: +%d
TOOLTIP_POTION_SEC	Sn.
TOOLTIP_POTION_TIME	Süre:
TOOLTIP_PVP_TOURNAMENT_ENTER	PvP turnuvasýna katýl
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	PvP Turnuvasý EXP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	21.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_41_LEVEL	41.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_LEVEL	%d.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Seviye %d gerekli.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d gerekli
TOOLTIP_RESIST_BOW	Ok savunmasý %d%%	SA
TOOLTIP_RESIST_DARK	Karanlýk Direnci +%d%%	SA
TOOLTIP_RESIST_EARTH	Dünya Direnci +%d%%	SA
TOOLTIP_RESIST_ELEC	Þimseðe karþý dayanýklýlýk +%d%%	SA
TOOLTIP_RESIST_FIRE	Ateþe karþý dayanýklýlýk +%d%%	SA
TOOLTIP_RESIST_ICE	Buz Direnci +%d%%	SA
TOOLTIP_RESIST_MAGIC	Büyüye karþý dayanýklýlýk +%d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Büyü bozma +%d%%	SA
TOOLTIP_REST_USABLE_COUNT	Kalan: %d
TOOLTIP_SEALED	Ruha baðlý
TOOLTIP_SEASON_PVE_BUFF	PvE hasarýný 10 dak. boyunca %40 artýrýr.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Sýralama puanýný 10 dak. boyunca %20 artýrýr.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. eklenen Bonus +%d%%	SA
TOOLTIP_SELLPRICE	Fiyat: %s
TOOLTIP_SET_ITEM	Set Bonusu	SNA
TOOLTIP_SHAMAN	Þaman
TOOLTIP_SHIELD	Kalkan
TOOLTIP_SHOES	Ayakkabý
TOOLTIP_SKILL	Beceriler	SNA
TOOLTIP_SKILLBOOK_NAME	Beceri Kitabý
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Saldýrý Deðeri: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Saldýrý Deðeri:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Saldýrý Hýzý: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Savunma:
TOOLTIP_SKILL_AFFECT_DODGE	Rakip saldýrý deðeri: -
TOOLTIP_SKILL_AFFECT_HEAL	Yüklenen HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Hareket Hýzý: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Yakýn dövüþ saldýrýlarýný yansýtma þansý:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Beden hasarýna karþý koyma:
TOOLTIP_SKILL_COOL_TIME	Yükleme Süresi: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Suikast hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Uçan týlsým hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Beceri Hasarý %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Patronlara karþý beceri hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Þimþek çaðýrma hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Þimþek pençesi hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Býçak çevirme hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Yýrtma hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Kýlýç darbesi hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Ruh vuruþu hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Zehirli ok hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Kurt atlayýþý hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Þimþek saldýrýsý hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Þiddetli vuruþ hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Ateþli ok hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Alev vuruþu hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Rüzgar yaðmuru hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Karanlýk taþ hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Karanlýk vuruþ hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Þimþek atýþý hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Büyü çözme hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Ejderha kükremesi hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Kýlýç çevirme hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Kurt pençesi hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Kurt nefesi hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Üç yönlü kesme hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Zehirli bulut hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Parmak darbesi hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Hamle hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Tekrarlanan atýþ hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Ejderha atýþý hasarý +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Ejderha dönüþü hasarý +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Beceri hasarýna karþý koyma %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Patronlardan beceri hasarý -%d%%	SA
TOOLTIP_SKILL_DURATION	Süre: %d sn.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Kamuflaj süresi +%d sn	SA
