TARGET_INFO_DROP_ITEMS	Información de Ítems Dropeables
MINIGAME_FISH_EVENT_DROP_ACCEPT	¿Seguro que quieres dejar caer este objeto?
MINIGAME_FISH_EVENT_REWARD_MSG	Has recibido %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	¿Quieres utilizar esto?
MINIMAP	Abrir mini mapa
MINIMAP_CANNOT_SEE	El mini mapa no puede ser visto.
MINIMAP_CAN_NOT_SHOW_AREAMAP	El mapa grande no puede ser mostrado.
MINIMAP_DEC_SCALE	Reducir
MINIMAP_INC_SCALE	Ampliar
MINIMAP_OBSERVER_COUNT	%d observadores
MINIMAP_OPEN_INGAMEEVENT	Eventos
MINIMAP_SHOW_AREAMAP	Abrir mapa grande
MINI_GAME_BNW_DONATE_QUESTION1	¿Quieres donar?
MINI_GAME_BNW_DONATE_QUESTION2	Se necesitan 15 Monedas de vidente para una donación.
MINI_GAME_BNW_FONT	Arial:15
MINI_GAME_BNW_GAME_GIVEUP_MSG1	¿Seguro que quieres interrumpir la partida?
MINI_GAME_BNW_GAME_GIVEUP_MSG2	Recuerda que, si ganas, recibirás recompensas.
MINI_GAME_BNW_GAME_RESULT_DRAW	¡Empate! Has recibido %d Moneda(s) de vidente.
MINI_GAME_BNW_GAME_RESULT_LOSE	¡Derrota! Has recibido %d Moneda(s) de vidente.
MINI_GAME_BNW_GAME_RESULT_SCORE	Resultado: %d
MINI_GAME_BNW_GAME_RESULT_WIN	¡Victoria! Has recibido %d Moneda(s) de vidente.
MINI_GAME_BNW_NOT_ENOUGH_INVEN	No tienes suficiente espacio en el inventario.
MINI_GAME_BNW_NOT_ENOUGH_ITEM	Para jugar necesitas una Baraja de tarot.
MINI_GAME_BNW_NOT_ENOUGH_YANG	No tienes suficiente Yang para iniciar la partida.
MINI_GAME_BNW_RESULT_DRAW1	Tienes la misma cifra.
MINI_GAME_BNW_RESULT_DRAW2	¡Empate!
MINI_GAME_BNW_RESULT_LOSE1	Tu cifra es inferior.
MINI_GAME_BNW_RESULT_LOSE2	¡Derrota!
MINI_GAME_BNW_RESULT_WIN1	Tu cifra es superior.
MINI_GAME_BNW_RESULT_WIN2	¡Victoria!
MINI_GAME_BNW_START_QUESTION	Para jugar necesitas 30 000 Yang y una Baraja de tarot. ¿Quieres participar en la Competición de videntes?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Si utilizas más de una %s, obtendrás el mismo número de Baúles como premio.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	Podrás hacer uso de un máximo de %d Barajas del rey.
MINI_GAME_CATCHKING_HELP_MSG1	¡Vaya! Tu carta vale menos.\nNo recibirás puntos. Escoge una nueva carta de tu baraja.
MINI_GAME_CATCHKING_HELP_MSG2	¡Bien hecho! Las cartas tienen el mismo valor.\n Ha acabado tu turno. Escoge una nueva carta de tu baraja.
MINI_GAME_CATCHKING_HELP_MSG3	¡Sigue así! Tu carta vale más.\nDescubre otra carta.
MINI_GAME_CATCHKING_HELP_MSG4	Hay un [5] al alcance en tus cartas descubiertas.\nLo sentimos, pero no recibirás puntos. Elige a tu rey [K].
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	¡El rey se te ha escapado! La partida ha concluido. \nSi has logrado al menos 10 puntos, ahora puedes canjear tus premios.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	No puedes canjear ningún premio.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	Hay un [5] cerca de ti.
MINI_GAME_CATCHKING_START_QUESTION	Te retiraremos %d Yang así como %s: %d unidades para participar en esta ronda\n¿Quieres jugar?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Puede atrapar a las siguientes cartas: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Puede atrapar a las siguientes cartas: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Puede atrapar a las siguientes cartas: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Puede atrapar a las siguientes cartas: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Puede atrapar a las siguientes cartas: [1], [2], [3], [4], [5]\nSi apareciese otro [5] junto al resto de tus cartas descubiertas,\n terminará tu turno y no obtendrás ningún punto.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Puede atrapar a las siguientes cartas: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 o más
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: entre 400 y 549
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: entre 10 y 399
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Obtendrás 10 puntos adicionales cuando descubras todas las cartas de una serie.
MINI_GAME_GIVEUP_QUESTION	¿Seguro que quieres interrumpir la partida? Si lo haces renunciarás a tu recompensa.
MINI_GAME_NOTICE_1	Haz clic en "Tirar" para decidir el jugador inicial.
MINI_GAME_NOTICE_10	¡Jaaaaa! Has expulsado al ordenador.
MINI_GAME_NOTICE_11	¡Qué mala suerte! El ordenador te ha expulsado.
MINI_GAME_NOTICE_12	Tenías iut o mo y puedes volver a tirar otra vez.
MINI_GAME_NOTICE_13	La partida ha concluido. Recoge tu recompensa.
MINI_GAME_NOTICE_2	Tirar palos iut.
MINI_GAME_NOTICE_3	El ordenador tira los palos iut para decidir el jugador inicial.
MINI_GAME_NOTICE_4	El ordenador sacó una puntuación más baja o similar y puede empezar.
MINI_GAME_NOTICE_5	Sacaste la puntuación más baja y puedes empezar.
MINI_GAME_NOTICE_6	Tu tirada: %s. Avanza %d casilla(s).
MINI_GAME_NOTICE_7	Tu tirada: %s. Tienes que retroceder 1 casilla.
MINI_GAME_NOTICE_8	Tirada: %s
MINI_GAME_NOTICE_9	Es el turno del ordenador.
MINI_GAME_RUMI_DISCARD_QUESTION	¿Seguro que quieres descartar esta carta?
MINI_GAME_RUMI_EXIT_QUESTION	¿Quieres terminar la ronda y recibir tu premio?\nLos puntos y las cartas restantes se restaurarán.
MINI_GAME_RUMI_START_QUESTION	Tienes que pagar una tasa de %d Yang para jugar. También necesitas %d Set(s) de cartas.\n¿Quieres iniciar la partida?
MINI_GAME_YUTNORI_COM_WIN	Unas veces se gana y otras veces se pierde.
MINI_GAME_YUTNORI_PC_WIN	¡Este es el aspecto de un vencedor, tra la la la!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Puntuación: %d
MINI_GAME_YUTNORI_RETHROW_BUTTON	Tirar
MINI_GAME_YUTNORI_RETHROW_POPUP	¡Suertudo! Te toca de nuevo.
MINI_GAME_YUTNORI_SCORE_FONT	Tahoma:24b
MINI_GAME_YUTNORI_START_QUESTION	Para comenzar el Iutnori necesitas %d Yang y %d tablero de Iutnori. \n¿Quieres jugar?
MINUTE	min
MISTS_ISLAND_BUFF_MSG_01	Energía +2
MISTS_ISLAND_BUFF_MSG_02	Tasa de obtención de botín de objetos +10 %
MISTS_ISLAND_BUFF_MSG_03	Fuerza, inteligencia, vitalidad, destreza +3
MISTS_ISLAND_BUFF_MSG_04	Porcentaje de caída de Yang +10 %
MISTS_ISLAND_BUFF_MSG_05	Bonificaciones de atuendo +3 %
MISTS_ISLAND_INFO_01	Tu nivel es demasiado bajo.
MISTS_ISLAND_INFO_02	No tienes suficiente Yang.
MISTS_ISLAND_INFO_03	En este momento no hay ninguna batalla.
MISTS_ISLAND_MSG_01	¡El %s ha sido destruido por %s!
MISTS_ISLAND_MSG_02	¡%s ha conquistado %s!
MISTS_ISLAND_MSG_03	¡%s ha ocupado %s!
MISTS_ISLAND_MSG_04	¡%s está atacando el %s!
MISTS_ISLAND_MSG_05	¡%s ha conseguido reforzar el %s al nivel %d!
MISTS_ISLAND_MSG_06	¡%s ha aparecido en el campo de batalla!
MISTS_ISLAND_QUESTION_01	¿Quieres abandonar la Batalla de los Cinco Santuarios?
MISTS_ISLAND_QUESTION_02	¿Quieres teletransportarte al santuario atacado recientemente? \nCoste: %s de Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Reino ocupante: %s
MISTS_ISLAND_TOOLTIP_03	Nivel de mejora: +%d
MISTS_ISLAND_TOOLTIP_04	Potenciador de ocupación: %s
MISTS_ISLAND_TOOLTIP_05	Conquista de los santuarios
MISTS_ISLAND_TOOLTIP_06	1) Para tomar un santuario, hay que destruirlo.
MISTS_ISLAND_TOOLTIP_07	2) El reino que tenga más luchadores cerca una vez transcurrido 1 minuto conquistará el santuario.
MISTS_ISLAND_TOOLTIP_08	3) Después de 3 minutos aparecerá el santuario del color del reino que lo haya conquistado.
MISTS_ISLAND_TOOLTIP_09	4) Cuanto más tiempo permanezca un santuario bajo el control del mismo reino, más difícil será destruirlo.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	Diez Mil
MONETARY_UNIT2	Cien billones
MONEY_INPUT_DIALOG_SELLPRICE	Precio de venta:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Cancelar
MOVE_CHANNEL_NOTICE	Te has conectado al canal %d.
MOVE_CHANNEL_NOT_MOVE	No puedes cambiar de canal.
MOVE_CHANNEL_SELECT	Aceptar
MOVE_CHANNEL_TITLE	Selección de canal
MOVE_ITEM_FAILURE_PRIVATE_SHOP	No puedes mover ningún objeto mientras tengas abierta una tienda privada.
MUSIC_EMPTY_MUSIC_LIST	Sin música de fondo.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 música estándar
MUSIC_NOT_SELECT_MUSIC	No elegido archivo de música.
NEEFD_REST	Primero debes descansar.
NOT_YET_SUPPORT	Aún no soportado
OPEN_THE_SPECIAL_ACTION_KIT	%s se ha añadido a las emociones.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	No puedes activar el Modo Gremio cuando no perteneces a ningún gremio.
OPTION_PVPMODE_NOT_SUPPORT	No puedes elegir esta configuración en modo PvP.
OPTION_PVPMODE_PROTECT	Tienes que tener al menos el nivel %d para poder cambiar el modo PvP.
PARTY_ANSWER_TIMEOVER	Se ha rechazado la invitación.
PARTY_BONUS_ATTACKER	Valor de ataque: +%d	SA
PARTY_BONUS_BERSERKER	Velocidad de ataque: +%d	SA
PARTY_BONUS_BUFFER	Duración de Habilidad: +%d	SA
PARTY_BONUS_DEFENDER	Defensa: +%d%%	SA
PARTY_BONUS_EXP	Bono EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Max. SP: +%d%%	SA
PARTY_BONUS_TANKER	Max. HP: +%d	SA
PARTY_BREAK_UP	Borrar Grupo
PARTY_DO_YOU_ACCEPT	quiere unirse al Grupo.
PARTY_DO_YOU_JOIN	te ha invitado a unirte a su grupo. ¿Aceptas la invitación?
PARTY_EXP_DISTRIBUTION_MODE	Distribución de EXP
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Según el nivel
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Los miembros del grupo con un nivel más alto reciben más EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Uniforme
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Todos los miembros del grupo reciben la misma EXP.
PARTY_HEAL_ALL_MEMBER	Restaurar todo.
PARTY_INCREASE_AREA_150	Alcance del grupo aumentado por el factor 1.5.	SNA
PARTY_INCREASE_AREA_200	Rango del grupo aumentado por el factor 2.	SNA
PARTY_LEAVE	Salir del grupo
PARTY_LONGTIME_BONUS_EXP	Bono EXP por un largo juego en grupo: +%d%%	SA
PARTY_MATCH_CANCEL	Se ha cancelado la búsqueda de grupo de [%s].
PARTY_MATCH_FAIL_FULL_MEMBER	Ya no se pueden añadir más miembros a tu grupo.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	No te has registrado para esta mazmorra.
PARTY_MATCH_FAIL_LEVEL	Tu nivel es demasiado bajo.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	El miembro %s no cumple las condiciones necesarias.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Por favor, escoge primero una mazmorra.
PARTY_MATCH_FAIL_NOT_LEADER	Solo el líder del grupo puede llevar a cabo el registro.
PARTY_MATCH_FAIL_NO_ITEM	No tienes suficiente %s.
PARTY_MATCH_SEARCHING	Buscar
PARTY_MATCH_START	¡Has registrado a tu grupo para la mazmorra [%s]!
PARTY_MEMBER_OFFLINE	[Desconectado]
PARTY_RECALL_MEMBER	Llamar miembro del grupo.
PARTY_REGEN_BONUS	Bono por HP- + SP regeneración: +%d%%	SA
PARTY_REQUEST_DENIED	Tu invitación ha sido rechazada.
PARTY_RK_CATEGORY_CZ_CHICKEN	Clasificación del Guardián Yu
PARTY_RK_CATEGORY_CZ_COW	Clasificación del Guardián Chou
PARTY_RK_CATEGORY_CZ_DOG	Clasificación del Guardián Xu
PARTY_RK_CATEGORY_CZ_DRAGON	Clasificación del Guardián Chen
PARTY_RK_CATEGORY_CZ_HORSE	Clasificación del Guardián Wu
PARTY_RK_CATEGORY_CZ_MONKEY	Clasificación del Guardián Shen
PARTY_RK_CATEGORY_CZ_MOUSE	Clasificación del Guardián Zi
PARTY_RK_CATEGORY_CZ_PIG	Clasificación del Guardián Hai
PARTY_RK_CATEGORY_CZ_RABBIT	Clasificación de la Guardiana Mao
PARTY_RK_CATEGORY_CZ_SHEEP	Clasificación del Guardián Wei
PARTY_RK_CATEGORY_CZ_SNAKE	Clasificación de la Guardiana Si
PARTY_RK_CATEGORY_CZ_TIGER	Clasificación del Guardián Yin
PARTY_SET_ATTACKER	Constituir como atacante.
PARTY_SET_BERSERKER	Constituir como Berserker.
PARTY_SET_BUFFER	Constituir como bloqueador.
PARTY_SET_DEFENDER	Constituir como Defensor.
PARTY_SET_NORMAL	Retirar ajustes.
PARTY_SET_SKILL_MASTER	Constituir como Maestro de Habilidad.
PARTY_SET_TANKER	Constituir como luchador con hoja.
PARTY_SKILL_ATTACKER	Valor de ataque básico del atacante +%.0f
PARTY_SKILL_BERSERKER	Velocidad de ataque de Berserker +%.0f
PARTY_SKILL_BUFFER	Bloqueador de Duración de Habilidad +%.0f
PARTY_SKILL_DEFENDER	Defensa como defensor +%.0f
PARTY_SKILL_HP_REGEN	HP Regeneración +%.0f%%
PARTY_SKILL_PARTY_AREA	Alcance del grupo +%d%%
PARTY_SKILL_SKILL_MASTER	Max. SP como maestro de habilidad +%.0f
PARTY_SKILL_TANKER	Max. HP Luchador con hoja +%.0f
PARTY_SKILL_WARP	Posible llamar a miembros de grupo
PASSWORD_TITLE	Contraseña del almacén
PET_ATTR_CHANGE_DIALOG_TEXT	¿Quieres cambiar los atributos de tu mascota?\nSe utilizará el objeto Hechizar mascota.\nEl proceso puede fallar.
PET_ATTR_CHANGE_USE	Esta acción no se puede realizar mientras se modifican los atributos de una mascota.
PET_ATTR_DETERMINE_TYPE1	Tipo de mascota 1: torpe. No es muy fuerte.\nCon el tiempo podrás entrenar sus habilidades.
PET_ATTR_DETERMINE_TYPE2	Tipo de mascota 2: curiosa. No es muy fuerte.\nEs fiel y mejorará sus habilidades con el tiempo.
PET_ATTR_DETERMINE_TYPE3	Tipo de mascota 3: audaz. Bastante fuerte.\nCon el tiempo podrás entrenar sus habilidades.
PET_ATTR_DETERMINE_TYPE4	Tipo de mascota 4: valiente. Bastante fuerte.\nEs fiel y mejorará aún más sus habilidades con el tiempo.
PET_ATTR_DETERMINE_TYPE5	Tipo de mascota 5: osada. Fuerte.\nCon el tiempo podrás entrenar más sus habilidades.
PET_ATTR_DETERMINE_TYPE6	Tipo de mascota 6: legendaria. Fuerte.\nEs fiel y mejorará aún más sus habilidades con el tiempo.
PET_ATTR_DETERMINE_TYPE7	Tipo de mascota 7: mítica. Muy fuerte.\nCon el tiempo podrás desarrollar todo su potencial.
PET_ATTR_DETERMINE_TYPE8	Tipo de mascota 8: prismática. Extremadamente fuerte.\nEs muy fiel y puedes confiar totalmente en ella.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	No puedes alimentar a tu mascota mientras la Ventana de refinamiento esté abierta.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	No puedes modificar los atributos de una mascota fuera de combate.
PET_CAN_NOT_EGG_ITEM_USE	No puedes abrir la Incubadora mientras estés comerciando o mientras tengas abierto el almacén o un comercio privado.
PET_CAN_NOT_FEED_SPLIT_ITEM	No puedes dejar objetos divididos en esta ventana.
PET_CAN_NOT_FEED_TYPE	Lamentablemente no puedes alimentar a tu mascota de esta manera. Por favor, inténtalo de nuevo con otra acción.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Si quieres entrenar a tu mascota para que pase a la siguiente etapa de desarrollo, tiene que haber alcanzado el nivel %d.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Si quieres entrenar a tu mascota para que pase a la siguiente etapa de desarrollo, tiene que tener un 100% de experiencia.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Tu mascota ya está en la última etapa de desarrollo.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Tras llamar a tu mascota no puedes abrir un almacén privado.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Si quieres entrenar a tu mascota para que pase a la siguiente etapa de desarrollo, tiene que tener al menos %d días.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	No puedes llamar a tu mascota porque ha finalizado el tiempo de duración.
PET_CAN_NOT_USE_BAG	No puedes utilizar el Trasportín porque tu mascota ha expirado.
PET_EMPTY_SKILL_SLOT_USE_ITEM	La mascota no tiene habilidades que restablecer.
PET_HATCHING_ACCEPT	¿Quieres llamar a tu mascota "%s"?
PET_HATCHING_MONEY	Precio: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	No puedes interaccionar mientras la Incubadora se encuentre abierta.
PET_INFORMATION_STAGE1	Joven
PET_INFORMATION_STAGE2	Salvaje
PET_INFORMATION_STAGE3	Valeroso
PET_INFORMATION_STAGE4	Heroico
PET_INFO_EXP	Experiencia actual:
PET_INFO_ITEM_EXP	Objeto EXP actual
PET_INFO_NEXT_EXP	Experiencia restante:
PET_INFO_NEXT_ITEM_EXP	Objeto EXP restante
PET_MSG_NOT_ENOUGH_MONEY	No tienes suficiente Yang.
PET_NAME_CHANGE_ACCEPT	¿Quieres cambiar el nombre de tu mascota a "%s"?
PET_NAME_MIN	El nombre introducido es demasiado corto.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	No hay mascota para revivir.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	No tienes suficientes materiales.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Las habilidades ya están disponibles.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	La restauración de la(s) habilidad(es) de tu mascota es irreversible.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	¿Deseas continuar?
PET_SKILL_LEARN_FAIL_CONDITIONS	Tu mascota no tiene la edad o el nivel suficiente. Solamente las mascotas heroicas pueden aprender habilidades.
PET_SKILL_LEARN_QUESTION_DLG_MSG	¿Quieres comenzar el entrenamiento heroico de "%s"?
PET_SKILL_TOOLTIP_DURATION	Duración: %d s
PET_SKILL_TOOLTIP_FEATHER	La mascota activa Camino pluma con una probabilidad de un %d%% durante %.1f segundos.\n Ataque %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	Si tus HP disminuyen por debajo de 20%%, tienes un \n %d%% de probabilidad de aumentar tus HP en un %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Tu personaje tiene un %d%% de probabilidad de volverse invencible\n al disminuir tus HP por debajo de 10%%. \n Duración del efecto: %.1f s.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Elimina de inmediato todos los efectos de veneno, \n retardo o sangrado sobre tu personaje\n con una probabilidad de un %d%%.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	¿Siguiente fase del entrenamiento heroico?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Coste: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Defensa
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Nivel
PET_TOOLTIP_LIFETIME_OVER	Ha expirado
PET_TOOLTIP_SKILL_BONUS_VALUE	en entrenamiento heroico
PET_TOOLTIP_SKILL_CUR_LEVEL	Nivel: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Próximo nivel: %d (máx. %d)
PET_TOOLTIP_SP	SP
PET_TOOLTIP_TRADABLE	Comerciable
PET_TOOLTUP_SKILL	%s (etapa %d)
PICK_ITEM_TITLE	Número del Objeto
PICK_MONEY_TITLE	Suma
PRIVATESHOPSEARCH_ABLITY_POTION	Rocío
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Tela delicada
PRIVATESHOPSEARCH_ARMOR	Equipación
PRIVATESHOPSEARCH_ARROW	Flechas
PRIVATESHOPSEARCH_BELL	Campanas
PRIVATESHOPSEARCH_BELT	Cinturones
PRIVATESHOPSEARCH_BLEND	Pociones
PRIVATESHOPSEARCH_BLOOD_PEARL	Perla roja
PRIVATESHOPSEARCH_BLUE_PEARL	Perla azul
PRIVATESHOPSEARCH_BODY	Armaduras
PRIVATESHOPSEARCH_BOW	Arcos
PRIVATESHOPSEARCH_BUYTIME	¿Quieres comprar el objeto seleccionado?
PRIVATESHOPSEARCH_CLAW	Garras
PRIVATESHOPSEARCH_CLEAR_POTION	Elixires
PRIVATESHOPSEARCH_COSTUME	Atuendos
PRIVATESHOPSEARCH_COSTUMEBODY	Atuendo
PRIVATESHOPSEARCH_COSTUMEHAIR	Peinado
PRIVATESHOPSEARCH_COSTUME_ACCE	Estolas
PRIVATESHOPSEARCH_COSTUME_MOUNT	Montura
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Dagas
PRIVATESHOPSEARCH_DEAD	Muerto
PRIVATESHOPSEARCH_DETACHMENT	Manual de la piedra
PRIVATESHOPSEARCH_DIAMOND	Diamante
PRIVATESHOPSEARCH_DS	Alquimia de Piedras dragón
PRIVATESHOPSEARCH_DS_BLACK	Ónice
PRIVATESHOPSEARCH_DS_BLUE	Zafiro
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Rubí
PRIVATESHOPSEARCH_DS_WHITE	Diamante
PRIVATESHOPSEARCH_DS_YELLOW	Granate
PRIVATESHOPSEARCH_EAR	Pendientes
PRIVATESHOPSEARCH_FAN	Abanicos
PRIVATESHOPSEARCH_FISH	Peces
PRIVATESHOPSEARCH_FOOTS	Zapatos
PRIVATESHOPSEARCH_GEM	Gemas
PRIVATESHOPSEARCH_GIFTBOX	Cajas de regalo
PRIVATESHOPSEARCH_HEAD	Cascos
PRIVATESHOPSEARCH_LIVE	Vivo
PRIVATESHOPSEARCH_MATERIAL	Materiales
PRIVATESHOPSEARCH_METIN	Piedras Espíritu
PRIVATESHOPSEARCH_NECK	Collares
PRIVATESHOPSEARCH_NEED_ITEM_BUY	No puedes comprar objetos sin el paquete correcto.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	No puedes buscar objetos sin el paquete correcto.
PRIVATESHOPSEARCH_NODELAY_POTION	Objetos de HP
PRIVATESHOPSEARCH_ORE	Mineral
PRIVATESHOPSEARCH_PET	Sistema de mascotas
PRIVATESHOPSEARCH_PETAGG	Huevos de mascota
PRIVATESHOPSEARCH_PETSKILLBOOK	Manuales de habilidades para mascotas
PRIVATESHOPSEARCH_PICK	Picos
PRIVATESHOPSEARCH_POTION	Pociones
PRIVATESHOPSEARCH_QUEST	Misión
PRIVATESHOPSEARCH_QUIVER	Carcajes
PRIVATESHOPSEARCH_RESOURCE	Mejora de objetos
PRIVATESHOPSEARCH_ROD	Pesca
PRIVATESHOPSEARCH_SELECTITEM	Objeto seleccionado
PRIVATESHOPSEARCH_SHIELD	Escudos
PRIVATESHOPSEARCH_SKILLBOOK	Manuales de habilidad
PRIVATESHOPSEARCH_SKILLFORGET	Libro del olvido
PRIVATESHOPSEARCH_SPECIAL	Varios
PRIVATESHOPSEARCH_STONE	Fragmento de energía
PRIVATESHOPSEARCH_SWORD	Espadas a una mano
PRIVATESHOPSEARCH_TREASUREBOX	Baúles
PRIVATESHOPSEARCH_TUNING	Pergaminos
PRIVATESHOPSEARCH_TWOSWORD	Espadas a dos manos
PRIVATESHOPSEARCH_UNIQUE	Único
PRIVATESHOPSEARCH_USEITEM	Objetos de consumo
PRIVATESHOPSEARCH_USESPECIAL	Varios
PRIVATESHOPSEARCH_WEAPON	Armas
PRIVATESHOPSEARCH_WHITE_PEARL	Perla blanca
PRIVATESHOPSEARCH_WRIST	Brazaletes
PRIVATE_SHOP_CANNOT_SELL_ITEM	No puedes vender este objeto en la tienda privada.
PRIVATE_SHOP_CLOSE_QUESTION	¿Deseas cerrar la tienda privada?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nombre de la tienda privada.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Precio
PVP_LEVEL0	Caballeroso
PVP_LEVEL1	Noble
PVP_LEVEL2	Bueno
PVP_LEVEL3	Amigable
PVP_LEVEL4	Neutral
PVP_LEVEL5	Agresivo
PVP_LEVEL6	Fraudulento
PVP_LEVEL7	Malvado
PVP_LEVEL8	Cruel
PVP_MODE_GUILD	PvP - Gremio activado
PVP_MODE_KILL	PvP - Libre activado
PVP_MODE_NORMAL	PvP - Paz activada
PVP_MODE_PROTECT	PvP - Protección activada
PVP_MODE_REVENGE	PvP - Hostil activado
PVP_OPTION_KILL	Libre
PVP_OPTION_NORMAL	Paz
PVP_OPTION_PROTECT	Protección
PVP_OPTION_REVENGE	Hostil
PVP_TOURNAMENT_DO_NOT_AUTO	No puedes utilizar el ataque automático durante el torneo JcJ.
QUEST_APPEND	Nueva misión adquirida.
QUEST_HOUR	Hora(s)
QUEST_MIN	Min.
QUEST_SEC	Seg.
QUEST_TIMEOVER	Tiempo Expirado
QUEST_UNLIMITED_TIME	Sin límite de tiempo.
QUEST_ZEROSEC	0 Seg.
QUICKSLOT_REGISTER_DISABLE_ITEM	Este objeto no puede añadirse en el Campo de Acceso Rápido.
RANKING	Clasificación
RANKING_BOARD_MEMBER	Miembros
RECEIVE_MESSAGE	%s te ha enviado un mensaje.
REFINE_COST	Coste por Mejora: %d Yang
REFINE_DESTROY_WARNING	Este objeto puede ser destruido en la mejora.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	¿De verdad quieres mejorar el objeto?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Si la mejora falla, el objeto será destruido. ¿Deseas continuar?
REFINE_DOWN_GRADE_WARNING	El objeto puede ser degradado así.
REFINE_DO_YOU_SEPARATE_METIN	¿Deseas eliminar todas las Piedras Espíritu disponibles?
REFINE_ELEMENT_CHANGE_TEXT	¡%s ahora es de elemento %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Ha disminuido el nivel del encantamiento elemental.
REFINE_ELEMENT_EXIST	Ahora el objeto está imbuido de otro elemento.
REFINE_ELEMENT_GRADE_MAX	Ya se ha alcanzado el nivel máximo de encantamiento elemental.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	El encantamiento elemental está disponible solo para armas +7 o superiores.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	No tienes suficiente Yang.
REFINE_ELEMENT_NOT_EXSIT	No se puede utilizar con este objeto.
REFINE_ELEMENT_TEXT_DARK	Oscuridad +%d
REFINE_ELEMENT_TEXT_EARTH	Tierra +%d
REFINE_ELEMENT_TEXT_ELECT	Relámpago +%d
REFINE_ELEMENT_TEXT_FIRE	Fuego +%d
REFINE_ELEMENT_TEXT_ICE	Hielo +%d
