NPC_SEARCH	Ricerca Npc
DRAGON_SOUL_UNEQUIP_WARNING1	La Pietra del Drago potrebbe distruggersi in questo processo.
DRAGON_SOUL_UNEQUIP_WARNING2	Vorresti continuare?
DRAGON_SOUL_UNMATCHED_SLOT	Questo è lo slot sbagliato.
DROP_ITEM_FAILURE_EQUIP_ITEM	Non puoi lasciar cadere un oggetto che è in uso.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Non puoi lasciar cadere un oggetto se hai un negozio privato aperto.
DROP_MONEY_FAILURE_1000_OVER	Puoi lasciar cadere massimo 999 Yang.
DS_SYSTEM_MSG_1	Ecco cosa ti serve: %s (%dx).
DUTCH_AUCTION_CLOSE_OTHER_WINDOW	Prima di aprire l'Asta lampo è necessario chiudere tutte le finestre.
EMOTION_ALCOHOL	Salute!
EMOTION_ANGRY	Arrabbiato
EMOTION_ATTRACTIVE	Seduzione
EMOTION_BANTER	Scherzoso
EMOTION_BUSY	Stress
EMOTION_CALL	Chiamata
EMOTION_CELEBRATION	Party
EMOTION_CHARGING	Carica
EMOTION_CHEERS_1	Esulto 1
EMOTION_CHEERS_2	Esulto 2
EMOTION_CHEERUP	Gioire
EMOTION_CHOOSE_ONE	Scegli bersaglio.
EMOTION_CLAP	Applauso
EMOTION_CLAP_KISS	Bacio
EMOTION_CONGRATULATION	Approvazione
EMOTION_DANCE_1	Ballare 1
EMOTION_DANCE_2	Ballare 2
EMOTION_DANCE_3	Ballare 3
EMOTION_DANCE_4	Ballare 4
EMOTION_DANCE_5	Ballare 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_DANCE_7	Samba
EMOTION_DOZE	Pisolino
EMOTION_EXERCISE	Riscaldamento
EMOTION_FORGIVE	Perdono
EMOTION_FRENCH_KISS	Bacio con la lingua
EMOTION_HUNGRY	Fame
EMOTION_JOY	Felicita'
EMOTION_LETTER	Lettera d'amore
EMOTION_NOSAY	Senza parole
EMOTION_PUSH_UP	Flessione
EMOTION_SAD	Triste
EMOTION_SELFIE	Selfie
EMOTION_SHY	Rifiuto
EMOTION_SIREN	Sirena
EMOTION_SLAP	Colpo
EMOTION_WEATHER_1	Sole
EMOTION_WEATHER_2	Arcobaleno
EMOTION_WEATHER_3	Luna
EMOTION_WHIRL	Confusione
EMPIRE_A	Regno Shinsoo
EMPIRE_B	Regno Chunjo
EMPIRE_C	Regno Jinno
EMPIRE_SELECT_MODE	Seleziona regno
EXCHANGE_CANNOT_GIVE	Quest'oggetto non è commerciabile.
EXCHANGE_CANT_EDIT_MONEY	Non puoi modificare il prezzo ora.
EXCHANGE_FAILURE_EQUIP_ITEM	Non puoi scambiare gli oggetti in uso.
EXCHANGE_MONEY	Prezzo
EXCHANGE_TITLE	Commercia con %s (%d)
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Ampliamenti dell'inventario mancanti: %d.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Il tuo inventario ha già raggiunto il numero massimo di Ampliamenti.
EXINVEN_USE_ITEM_QUESTION	Desideri ampliare il tuo inventario con %d Ampliamenti dell'inventario?
FINDM_BUTTON_01	Ritira
FINDM_BUTTON_02	Migliora
FINDM_POPUP_01	Non hai tutti gli oggetti che servono per avviare il minigioco.
FINDM_POPUP_02	Non hai abbastanza %s.
FINDM_POPUP_03	Non si può più utilizzare.
FINDM_POPUP_04	Questa è già la ricompensa migliore.
FINDM_POPUP_05	Non hai abbastanza Yang per il minigioco.
FINDM_POPUP_06	Se non le giri entro %d secondi, le tre carte vengono girate automaticamente.
FINDM_QUESTION_01	Consumerai %d Yang e %s.\nContinuare?
FINDM_QUESTION_02	Riprovare e utilizzare %s %d?
FINDM_QUESTION_03	Ricompensa: %s
FINDM_QUESTION_04	Nuovo tentativo? In caso di insuccesso, l'attuale ricompensa rimane comunque tua.
FINDM_QUESTION_05	Terminare la partita e ottenere la ricompensa?
FINDM_TOOLTIP_01	Se nell'arco di tempo indicato non effettui alcuna scelta, verranno girate automaticamente tre carte.
FISHING_FAILURE	Hai perso l'esca.
FISHING_NOTIFY1	Sembrerebbe che %s abbia abboccato.
FISHING_NOTIFY2	Sembrerebbe che %s sia stato catturato.
FISHING_RENEWAL_CANNOT_EMOTION	Mentre si sta pescando non è possibile utilizzare le emozioni.
FISHING_RENEWAL_CANNOT_OPEN_1	Non si può aprire mentre si sta pescando.
FISHING_RENEWAL_CANNOT_OPEN_2	Non è possibile eseguire questa azione mentre si sta pescando.
FISHING_RENEWAL_QUESTION	Un pesce ha abboccato. Vuoi catturarlo?
FISHING_RENEWAL_TIMEOUT	Hai tentennato troppo. Il pesce è scappato.
FISHING_SUCCESS1	Ne hai catturati %s!
FISHING_SUCCESS2	Hai pescato %s!
FISHING_UNKNOWN	Qualcosa ha abboccato ma non sai cosa sia.
FISHING_WRONG_PLACE	Qui non posso pescare.
FLOWER_EVENT_USE_ITEM_TEXT1	Vuoi sostituire l'effetto attivato?
FLOWER_EVENT_USE_ITEM_TEXT2	Il tentativo potrebbe non andare a buon fine; il fiore appassisce.
FOR_FEMALE	Per Donne
FOR_MALE	Per Uomini
FRAGMENT_COMB_COST	Costo combinazione: %s
GAME_CANNOT_MINING	Non puoi estrarre minerali mentre sei a cavallo.
GAME_CANNOT_PICK_ITEM	Non puoi raccogliere l'oggetto perchè non lo hai razziato tu.
GAME_GUILDWAR_NOW_JOIN	Vuoi partecipare alla guerra tra gilde?
GAME_INIT_ERROR_CURSOR	Non si è potuto creare la freccia del mouse.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 deve essere installata per poter eseguire il gioco.\nInstalla DirectX 8.1 o maggiore.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Non è stata trovata nessuna scheda grafica compatibile con il gioco.\nControlla che la tua scheda VGA sia installata correttamente.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Non è stato possibile eseguire la grafica.\nControlla se possiedi una scheda VGA.\nIn alternativa puoi attivare l'accelerazione Hardware \n(Metti l'accelerazione Hardware al massimo \nPannello di controllo->Schermo->Impostazioni->Avanzate->Risoluzione problemi)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	La scheda grafica del PC non supporta la modalità finestra in 32bit.\nModifica in modalità 16bit o usa la modalità a tutto schermo.
GAME_INIT_ERROR_ITEM_PROTO	I dati degli oggetti non sono disponibili.\nInstalla nuovamente il gioco.
GAME_INIT_ERROR_MAIN_WINDOW	Non è stato possibile creare la finestra principale.
GAME_INIT_ERROR_MOB_PROTO	I dati dei mostri non sono disponibili.\nInstalla nuovamente il gioco.
GAME_INIT_ERROR_NETWORK	Non è stato possibile creare la connessione.\nControlla la tua connessione ad internet.
GEM_SYSTEM_ADD_SLOT	Oggetto richiesto: %s.\nVuoi usarne %d per aprire un ulteriore spazio?
GEM_SYSTEM_BUY_ITEM	Vuoi comprare questo oggetto?
GEM_SYSTEM_NAME	Gaya
GEM_SYSTEM_NOT_ENOUGHT_REFRESHITEM	[Gaya] Non hai abbastanza "Resetta Negozio di Gaya".
GEM_SYSTEM_NOT_ENOUGH_HP_GEM	[Gaya] Non hai abbastanza Gaya.
GEM_SYSTEM_NO_MORE_ADDSLOT	[Gaya] Non è possibile aggiungere altri spazi.
GEM_SYSTEM_OPEN_GEMSHOP	[Gaya] Apri innanzitutto il Negozio di Gaya.
GEM_SYSTEM_PICK_GEM	[Gaya] Quantità di Gaya: %d
GEM_SYSTEM_REFRESH_SHOP_ITEMS	Vuoi resettare?
GIVEUP_QUESTION	Vuoi davvero arrenderti?
GUILDBANK_CLEARBANK	Attenzione: si deve svuotare il Magazzino della Gilda
GUILDBANK_DONT_MONEY_OUT	Nella banca della gilda non ci sono Yang.
GUILDBANK_GOLD_IN	Versamento
GUILDBANK_GOLD_OUT	Prelievo
GUILDBANK_ITEM_IN	Deposita
GUILDBANK_ITEM_OUT	Metti in vendita
GUILDBANK_MONEYIN	Versa Yang
GUILDBANK_MONEYOUT	Preleva Yang
GUILDBANK_NOTUSE	Non possiedi i diritti per eseguire questa azione.
GUILDBANK_NOT_ENOUGH_MONEY	Non ha molti Yang da versare.
GUILDBANK_OVER_INCOME	È stato raggiunto il limite del conto.
GUILDBANK_OVER_MONEY	Il conto della gilda è pieno.
GUILDLAND_ABANDON	Cedi terreno della gilda
GUILDLAND_ABANDON_VOTE	Cedi il terreno della tua gilda [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Si è ceduto il terreno della gilda [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Il terreno della gilda è stato ceduto.
GUILDLAND_ABANDON_VOTE_RESULT3	Risultato del sondaggio:
GUILDLAND_ABANDON_VOTE_RESULT4	Il sondaggio non è valido.
GUILDLAND_ABANDON_VOTE_TEXT	Vuoi davvero iniziare il sondaggio?
GUILDLAND_ABANDON_VOTE_TEXT1	Voti a favore della cessione del terreno della gilda?
GUILDLAND_ACCEPT	Sì
GUILDLAND_DEAL	Vendi terreno della gilda
GUILDLAND_DEAL_TEXT1	La gilda [%s] vuole vendere
GUILDLAND_DEAL_TEXT2	il proprio terreno della gilda per %s Yang.
GUILDLAND_DEAL_TEXT3	Accetti l'offerta?
GUILDLAND_DELA_VOTE	La gilda [%s] vuole acquistare il nostro terreno.
GUILDLAND_DELA_VOTE_RESULT1	Vendita del terreno alla gilda [%s].
GUILDLAND_DELA_VOTE_RESULT2	Il sondaggio è terminato.
GUILDLAND_DELA_VOTE_RESULT3	Risultato del sondaggio per la vendita del terreno:
GUILDLAND_DELA_VOTE_RESULT4	Il sondaggio non è valido.
GUILDLAND_DELA_VOTE_TEXT	A quale gilda vuoi vendere il terreno della gilda?
GUILDLAND_DELA_VOTE_TEXT1	Voti a favore della vendita del terreno della gilda?
GUILDLAND_DONTHAVE_LAND	Non possiedi alcun terreno della gilda.
GUILDLAND_NOT	No
GUILDLAND_VOTE_TEXT	Vuoi cedere il terreno a [%s]?
GUILDLIST_APPLICANT	Vuoi candidarti?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	L'altezza non è di 128 Pixel
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	L'altezza non è di 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	La larghezza non è di 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	La larghezza non è di 64 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Il gioco non supporta questa immagine.
GUILDMARK_UPLOADER_ERROR_PATH	Sposta il file nella cartella metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Non hai scelto nessuna immagine.
GUILDVOTE_CHANGEMASTER	Cambia Capo della gilda
GUILDVOTE_CHANGEMASTER_RESULT1	La gilda è stata ceduta con successo.
GUILDVOTE_CHANGEMASTER_RESULT2	Ti è stata ceduta la gilda [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Cedi la gilda al membro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	Il sondaggio non è valido.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuovo Capo della gilda: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Vuoi cedere la gilda a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Vuoi davvero rinunciare alla dirigenza della gilda?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Cedi la gilda al membro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Voti a favore della cessione della gilda?
GUILDVOTE_MEMBEROUT	Espelli membro
GUILDVOTE_MEMBEROUT_AUTH	Non possiedi i diritti per eseguire questa azione.
GUILDVOTE_MEMBEROUT_NOMAL	Vuoi davvero allontanare questo membro?
GUILDVOTE_MEMBEROUT_RESULT1	Membro allontanato: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Risultato del sondaggio
GUILDVOTE_MEMBEROUT_RESULT3	Ti hanno espulso dalla gilda [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Risultato del sondaggio
GUILDVOTE_MEMBEROUT_RESULT5	Il sondaggio non è valido.
GUILDVOTE_MEMBEROUT_TEXT1	Vuoi iniziare il sondaggio contro [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Sondaggio: espellere questo membro dalla gilda?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Sondaggio: si deve espellere [%s] dalla gilda?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Contro
GUILDVOTE_OK	A favore
GUILDVOTE_RESULT_AGGRE_MEMBER	Favorevoli: %d
GUILDVOTE_RESULT_ALL_MEMBER	Partecipanti: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Contrari: %d
GUILDVOTE_RESULT_TIME	%d giorni %d ore %d minuti %d secondi
GUILDVOTE_SELECT_ONE	Scegli un personaggio.
GUILDWAR_ALL	Combattimenti (C)
GUILDWAR_CTF_TITLE	Battaglia per la bandiera
GUILDWAR_DRAW	Parità (P)
GUILDWAR_GAINSCORE_FIFTY	50 punti
GUILDWAR_GAINSCORE_HUNDRED	100 punti
GUILDWAR_GAINSCORE_THIRTY	30 punti
GUILDWAR_GAMETIME_SIXTY	60 minuti
GUILDWAR_GAMETIME_TEN	10 minuti
GUILDWAR_GAMETIME_THIRTY	30 minuti
GUILDWAR_INPUT_OTHERGUILD	Registra gilda avversaria.
GUILDWAR_LADDER	Punti karma
GUILDWAR_LIMIT_MEMBER_FIVE	Numero minimo di partecipanti: 5.
GUILDWAR_LOSE	Sconfitta (S)
GUILDWAR_NORMAL_TITLE	Battaglia campale
GUILDWAR_OVER_MEMBERCOUNT	Hai raggiunto il limite di membri.
GUILDWAR_QUESTION_LINE_1	La Gilda %s ha dichiarato guerra alla tua Gilda.
GUILDWAR_QUESTION_LINE_2	Accetti? (%s)
GUILDWAR_RANKING	Rango
GUILDWAR_RECODE_ALL	%d C; %d V; %d S; %d P
GUILDWAR_SELECT_MEMBER_COUNT	Scegli il numero dei partecipanti.
GUILDWAR_TYPE_DEFENSE	Battaglia difensiva
GUILDWAR_TYPE_TIGER	Battaglia di annientamento
GUILDWAR_TYPE_TIME	Attacco a tempo
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Campo di battaglia
GUILDWAR_WIN	Vittorie (V)
GUILDWAR_WIN_FIVE	Cinque round
GUILDWAR_WIN_ONE	Un round
GUILDWAR_WIN_THREE	Tre round
GUILDWINDOW_BUTTON_BANKGOLDINFO	Log Magazzino della Gilda
GUILDWINDOW_BUTTON_BASEABANDON	Cedi terreno della gilda
GUILDWINDOW_BUTTON_BASEDEAL	Vendi terreno della gilda
GUILDWINDOW_BUTTON_BASEDEALVOTE	Sondaggio
GUILDWINDOW_BUTTON_BOARD	Appunti della gilda
GUILDWINDOW_BUTTON_CHANGEMASTER	Cambia Capo della gilda
GUILDWINDOW_BUTTON_DECLARE	Dichiarazione di guerra
GUILDWINDOW_BUTTON_DONATE	Donazione
GUILDWINDOW_BUTTON_GOLDIN	Versamento
GUILDWINDOW_BUTTON_GOLDOUT	Prelievo
GUILDWINDOW_BUTTON_GRADE	Amministra diritti
GUILDWINDOW_BUTTON_GUILDLIST	Lista delle gilde
GUILDWINDOW_BUTTON_HEALGSP	Ripristina Forza del drago
GUILDWINDOW_BUTTON_INFO	Informazioni della gilda
GUILDWINDOW_BUTTON_LANDINFO	Informazioni terreno
GUILDWINDOW_BUTTON_MARK	Carica Stemma della gilda
GUILDWINDOW_BUTTON_MEMBER	Membri
GUILDWINDOW_BUTTON_OFFER	Dona EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Espelli membro
GUILDWINDOW_BUTTON_SKILL	Abilità della gilda
GUILDWINDOW_BUTTON_SYMBOL	Carica Stemma della gilda
GUILDWINDOW_BUTTON_VOTECHECK	Controlla sondaggio
GUILDWINDOW_BUY_GUILD_LAND	Acquisto di terreno
GUILDWINDOW_CHANGE_BLACKSMITH	Cambia professione
GUILDWINDOW_CHANGE_OBJECT	Modifica
GUILDWINDOW_CHANGE_SMELTER	Modifica della fornace
GUILDWINDOW_CREATE_OBJECT	Costruzione di edifici
GUILDWINDOW_DEAL_GUILD_LAND	Vendita di terreno
GUILDWINDOW_GRADE_BANK	Si possono usare la banca della gilda e il Magazzino della gilda
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Si può espellere il membro dalla gilda
GUILDWINDOW_GRADE_GRADENAME	Nome di rango
GUILDWINDOW_GRADE_GRADENUMBER	Numero di rango
GUILDWINDOW_GRADE_GUILDWAR	Si possono scegliere i membri che partecipano in veste di guerrieri
GUILDWINDOW_GRADE_INVITEAUTHORITY	Si possono ammettere dei giocatori nella gilda
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Appendi appunti della gilda
GUILDWINDOW_GRADE_SKILLAUTHORITY	Si possono utilizzare le abilità della gilda
GUILDWINDOW_INFO_LEVEL10	Incrementa num. max. membri
GUILDWINDOW_INFO_LEVEL15	Sconto: Forza del drago
GUILDWINDOW_INFO_LEVEL20	Banca: detassazione
GUILDWINDOW_INFO_LEVEL5	+5% EXP donazioni gilda
GUILDWINDOW_LIST_ALL	Tutti i regni
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gilda] Hai già presentato la candidatura.
GUILDWINDOW_LIST_APPLICANT_LIST	Lista candidati
GUILDWINDOW_LIST_CHRACTER_JOB	Classe
GUILDWINDOW_LIST_CHRACTER_LV	Livello
GUILDWINDOW_LIST_CHRACTER_NAME	Nome del personaggio
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Dottrina
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Membri
GUILDWINDOW_LIST_GUILD_LIST	Lista delle gilde
GUILDWINDOW_LIST_GUILD_LV	Livello
GUILDWINDOW_LIST_GUILD_NAME	Gilda
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gilda] Inserisci un nome per la gilda.
GUILDWINDOW_LIST_LADDER	Punti karma
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Gilda] Questa gilda non ha bando.
GUILDWINDOW_LIST_PROMOTE_GUILD	Candidatura
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista delle gilde
GUILDWINDOW_LIST_RANKING	Posizione
GUILDWINDOW_LIST_RANKING_COUNT	Posizione
GUILDWINDOW_LIST_REGISTER	Candidature
GUILDWINDOW_LIST_REGISTER_GUILD	Candidati in una gilda
GUILDWINDOW_LIST_SEARCH	Cerca
GUILDWINDOW_LIST_SELECT_GUILD	[Gilda] Scegli una gilda in cui ti vuoi candidare.
GUILDWINDOW_PROMOTE_REFRESH	Pubblicità
GUILDWINDOW_PROMOTE_REGISTER	Pubblicità
GUILDWINDOW_SP_RECOVER	Forza del Drago
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Ampliamento dell'altare
GUILDWINDOW_UPGRADE_GUILDBANK	Ampliamento della banca
GUILD_ATTENDANCE_FAIL_ALREADY	Oggi hai già partecipato.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Ora non puoi partecipare. Sarà possibile partecipare di nuovo a partire dalle ore 05:00.
GUILD_BANKINFO_CLOSE	Chiudi
GUILD_BANKINFO_NAME	Membro
GUILD_BANKINFO_TYPE	Oggetto/Valuta
GUILD_BANKINFO_USETYPE	Offerta
GUILD_BANK_CLOSE	Chiudi
GUILD_BANK_INFO	Log Magazzino della Gilda
GUILD_BOARD_ID	Membro
GUILD_BOARD_TEXT	Messaggio
GUILD_BUILDING_FIX_CHANGE	Vuoi davvero cambiare posizione?
GUILD_BUILDING_FIX_CHANGE_GOLD	Costo: 1.000.000 Yang
GUILD_BUILDING_FIX_DELETE	Vuoi davvero eliminare l'oggetto?
GUILD_BUILDING_FIX_NEED_BUILDING	Non ci sono edifici disponibili.
GUILD_BUILDING_GRADE	Posizione
GUILD_BUILDING_NAME	Nome della costruzione
GUILD_CANNOT_HEAL_GSP_ANYMORE	L'energia dello spirito del drago è completamente rigenerata.
GUILD_COMMENT	Scrivi
GUILD_CREATE_ERROR_INSULT_NAME	Nome della Gilda non consentito.
GUILD_DEFAULT_GRADE	Membro della Gilda
GUILD_DELETE	Cancella
GUILD_DEPOSIT	Deposita
GUILD_DONATE_FAIL_NOT_ENOUGH_HIGH_ITEM	Non hai abbastanza Buoni Donazione generosa.
GUILD_DONATE_FAIL_NOT_ENOUGH_INVENTORY	Il tuo inventario è pieno. Non puoi fare donazioni.
GUILD_DONATE_FAIL_NOT_ENOUGH_MIDDLE_ITEM	Non hai abbastanza Buoni Donazione media.
GUILD_DONATE_FAIL_NOT_ENOUGH_YANG	Non hai abbastanza Yang.
GUILD_DONATE_QUESTION_HIGH	Vuoi fare una Donazione generosa?
GUILD_DONATE_QUESTION_MIDDLE	Vuoi fare una Donazione media?
GUILD_DONATE_QUESTION_NORMAL	Vuoi fare una Donazione minima?
GUILD_DO_YOU_HEAL_GSP	Desideri spendere %d Yang per rigenerare %d unità di spirito del drago?
GUILD_DO_YOU_JOIN	ti ha invitato. Desideri entrare nella Gilda?
GUILD_DRAGONLAIR_MIN	Min.
GUILD_DRAGONLAIR_PARTY_ALL	Classifica generale
GUILD_DRAGONLAIR_PARTY_LINE_FOUR	dall'11º posto: 100 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_HELP	Aiuto
GUILD_DRAGONLAIR_PARTY_LINE_ONE	1º posto: 400 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_THREE	4° - 10º posto: 200 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_TWO	2° - 3º posto: 300 Gaya
GUILD_DRAGONLAIR_PARTY_MEMBER	Membri
GUILD_DRAGONLAIR_PARTY_NOW	Classifica settimanale
GUILD_DRAGONLAIR_PARTY_PAST	Classifica precedente
GUILD_DRAGONLAIR_PARTY_TIME	Tempo
GUILD_DRAGONLAIR_PARTY_TOOLTIP_TITLE	Ricompensa
GUILD_DRAGONLAIR_RANKING_FAIL	TENTATIVO FALLITO
GUILD_DRAGONLAIR_RANKING_NONE	NOVITÀ
GUILD_DRAGONLAIR_RANKING_SUCCESS	CE L'HAI FATTA!
GUILD_DRAGONLAIR_SECOND	Sec.
GUILD_EMPTY_AREA	Terra di nessuno
GUILD_ENEMY_GUILD_NAME	Nome della Gilda avversaria
GUILD_FACILITY	Edificio secondario
GUILD_GEM	Pietra preziosa
GUILD_HEADQUARTER	Edificio principale
GUILD_HEAL_GSP	Rigenera lo spirito del drago
GUILD_INFO_ENEMY_GUILD_EMPTY	Nessuno
GUILD_MARK_NOT_ENOUGH_LEVEL	È richiesto minimo livello 3
GUILD_MARK_UPLOAD_NOTICE	Attendi per poter registrare i loghi della gilda.
GUILD_MEMBER_JOB	Classe
GUILD_MEMBER_KNIGHT	Guerriero
GUILD_MEMBER_LEVEL	Livello
GUILD_MEMBER_NAME	Membro
GUILD_MEMBER_RANK	Rango
GUILD_MEMBER_SPECIFIC_GRAVITY	EXP donati
GUILD_NAME	Nome della Gilda
GUILD_NOT_ENOUGH_MATERIAL	Non possiedi abbastanza materiale per questo edificio.
GUILD_NOT_ENOUGH_MONEY	Non possiedi abbastanza Yang per questo edificio.
GUILD_NO_NOTICE_PERMISSION	Non sei autorizzato a fare un annuncio.
GUILD_OBJECT	Oggetti
GUILD_OFFER_EXP	Esperienza da investire
GUILD_SHORT_EXP	Non hai abbastanza punti esperienza.
GUILD_TILE_BASEINFO	Informazioni terreno
GUILD_TILE_BOARD	Appunti della gilda
GUILD_TILE_GRADE	Amministra diritti
GUILD_TILE_INFO	Informazioni della Gilda
GUILD_TILE_MEMBER	Membri
GUILD_TILE_SKILL	Abilità della Gilda
GUILD_USE_MASTER_ONLY	Solo il Capo della gilda è in possesso di tale diritto.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Area della Guerra tra Gilde
GUILD_WAR2	Area della Guerra tra Gilde
GUILD_WAR3	Area della Guerra tra Gilde
GUILD_WAR4	Area della Guerra tra Gilde
GUILD_WAR_GAINSCORE_FIFTY	50 punti
GUILD_WAR_GAINSCORE_HUNDRED	100 punti
GUILD_WAR_GAINSCORE_THIRTY	30 punti
GUILD_WAR_GAMETIME_SIXTY	60 minuti
GUILD_WAR_GAMETIME_TEN	10 minuti
GUILD_WAR_GAMETIME_THIRTY	30 minuti
GUILD_WAR_LIMIT_30MIN	Tempo: 30 minuti
GUILD_WAR_REWARD_POTION	Ricompensa: Il vincitore riceve pozioni.
GUILD_WAR_SELECT_WAR	Seleziona tipo di battaglia
GUILD_WAR_TYPE_DEFENSE	Battaglia difensiva
GUILD_WAR_TYPE_DIE	Battaglia arena
GUILD_WAR_TYPE_FLAG	Battaglia per la bandiera
GUILD_WAR_TYPE_NORMAL	Battaglia campale
GUILD_WAR_TYPE_TIGER	Battaglia di annientamento
GUILD_WAR_TYPE_TIME	Attacco a tempo
GUILD_WAR_USE_BATTLE_MAP	Usa il campo di battaglia della Gilda
GUILD_WAR_USE_NORMAL_MAP	Luogo: mappa normale
GUILD_WAR_WIN_CHECK_SCORE	Chi ha il risultato maggiore vince la guerra.
GUILD_WAR_WIN_FIVE	Cinque round
GUILD_WAR_WIN_ONE	Un round
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Conquista la bandiera dell'avversario
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	e portala alla tua base
GUILD_WAR_WIN_THREE	Tre round
GUILD_WAR_WIN_WIPE_OUT_GUILD	Per vincere distruggi tutti i tuoi avversari.
GUILD_WITHDRAW	Ritirata
GUILD_YOU_DO_NOT_JOIN	Non appartieni a nessuna Gilda
HORSE_HEALTH0	Morto
HORSE_HEALTH1	Denutrito
HORSE_HEALTH2	Affamato
HORSE_HEALTH3	Sazio
HORSE_LEVEL1	Cavallo normale
HORSE_LEVEL2	Cavallo da Battaglia
HORSE_LEVEL3	Cavallo militare
HOUR	h
HOW_MANY_ITEM_DO_YOU_DROP1	Desideri lasciar cadere %s ?
HOW_MANY_ITEM_DO_YOU_DROP2	Desideri lasciar cadere %s %d ?
INPUT_MATRIX_CARD_NUMBER	Inserire numer omatrix della carta
INPUT_MATRIX_CARD_TITLE	Matrix della carta
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Inserisci qui il codice che hai inserito nell'iscrizione
INPUT_PRIVATE_CODE_DIALOG_TITLE	Cancella personaggio
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Il papiro del ritorno non può essere unito.
INVENTORY_REALLY_USE_ITEM	Vuoi usare l'item su questo oggetto?
INVENTORY_REALLY_USE_ITEM2	Vuoi veramente utilizzare questo oggetto?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Vuoi veramente mettere il tuo pet nel Trasportino?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Vuoi aprire il Trasportino?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Vuoi dare %s a %s perché lo mangi?
IS_NOT_PET_CHANGE_ITEM	Questo non è l'item Incanta pet.
IS_NOT_PET_ITEM	Questo non è un pet.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Nessuno
JOB_ASSASSIN1	Vicininja
JOB_ASSASSIN2	Lontaninja
JOB_SHAMAN	Shamano
JOB_SHAMAN0	Nessuno
JOB_SHAMAN1	Shamano del drago
JOB_SHAMAN2	Shamano della guarigione
JOB_SURA	Sura
JOB_SURA0	Nessuno
JOB_SURA1	Sura delle armi
JOB_SURA2	Sura della magia
JOB_WARRIOR	Guerriero
JOB_WARRIOR0	Nessuno
