NPC_SEARCH	Cãutare Npc
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	DOWN
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	`
KEY_GRAVE_LALT	ALT + `
KEY_GRAVE_LCONTROL	CTRL + `
KEY_GRAVE_LSHIFT	SHIFT + `
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	LEFT
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUMLOCK
KEY_NUMPAD0	NUMPAD 0
KEY_NUMPAD1	NUMPAD 1
KEY_NUMPAD2	NUMPAD 2
KEY_NUMPAD3	NUMPAD 3
KEY_NUMPAD4	NUMPAD 4
KEY_NUMPAD5	NUMPAD 5
KEY_NUMPAD6	NUMPAD 6
KEY_NUMPAD7	NUMPAD 7
KEY_NUMPAD8	NUMPAD 8
KEY_NUMPAD9	NUMPAD 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	RIGHT
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	SPACE
KEY_SUBTRACT	-
KEY_SYSRQ	PRT SCN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	UP
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	Numele Liderului
LEFT_TIME	Timp rãmas
LIMIT_LEVEL_GUILD	Nivel breaslã: %d
LOGIN_CONNECT_FAILURE	Eroare la conectarea la server.
LOGIN_CONNECT_SUCCESS	Ai fost conectat la server.
LOGIN_CONNETING	Te rugãm sã aºtepþi în timp ce te conectezi la server.
LOGIN_FAILURE_ALREAY	Contul tãu este deja conectat.
LOGIN_FAILURE_BACKEND_ERR	A apãrut o eroare. Contacteazã Suportul.
LOGIN_FAILURE_BE_SAME_KEY	Problemã la login
LOGIN_FAILURE_BLOCK_ID	Acest cont a fost blocat.
LOGIN_FAILURE_BLOCK_LOGIN	Server închis: Alege alt server!
LOGIN_FAILURE_COUNTRY_ERR	Codukl þãrii este incorect. \nContacteazã Suportul.
LOGIN_FAILURE_INTEGRTING	Contul este în proces de fuziune. Te rugãm sã încerci mai târziu.
LOGIN_FAILURE_IOVATION_ERR	Din pãcate, a intervenit o eroare. Contacteazã Suportul.
LOGIN_FAILURE_NOBILL	Contul nu a înregistrat timp de joc.
LOGIN_FAILURE_NOT_AVAIL	Contul nu este disponibil.
LOGIN_FAILURE_NOT_EXIST_ID	Nume contului sau parola sunt greºite.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	Trebuie sã verifici adresa de email a contului.
LOGIN_FAILURE_REPAIR_ID	Obiectele au fost restaurate pentru acest cont.
LOGIN_FAILURE_SAMELOGIN	Cineva s-a conectat la contul tau.
LOGIN_FAILURE_SHUTDOWN	Serverul nu este încã deschis.
LOGIN_FAILURE_STEAM_SESSION	Sesiunea ta a expirat. Reporneºte clientul.
LOGIN_FAILURE_TNT_SESSION	Clientul nu poate fi deschis. Reporneºte lansarea ºi autentificã-te.
LOGIN_FAILURE_TOO_MANY_USER	Conectarea nu s-a realizat pentru ca existã prea mulþi jucãtori.
LOGIN_FAILURE_UNKNOWN	Login a eºuat din motive necunoscute.
LOGIN_FAILURE_WEB_BLOCK	Ai fost blocat pe website. Verificã-þi mailurile.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Ai introdus un numãr greºit.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	Ai introdus de 3 ori un numãr greºit. Conectarea va fi închisã.
LOGIN_FAILURE_WRONG_PASSWORD	Nume sau parola greºitã.
LOGIN_INPUT_ID	Introdu ID-ul.
LOGIN_INPUT_PASSWORD	Introdu parola.
LOGIN_PROCESSING	Conectarea ruleazã ...
LUCKY_BOX_DIALOG_RECV_TEXT	Doreºti sã accepþi obiectul?
LUCKY_BOX_DIALOG_RETRY_TEXT	Doreºti sã-þi încerci norocul din nou?
MAILBOX_FAIL_USE_TIME_LIMIT	Îmbunãtãþire Cutie Poºtalã. Te rugãm sã încerci mai târziu.
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	Niciun mesaj
MAILBOX_POST_ALL_DELETE_QUESTION1	ªtergi toate mesajele?
MAILBOX_POST_ALL_DELETE_QUESTION2	Mesajele cu ataºamente nu se vor sterge.
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	Nu ai niciun mesaj cu ataºament în cutia poºtalã.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	Accepþi ataºamentul? (Minus 5% taxe în Yang)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	Mesajul nu a putut fi ºters. Acceptã ataºamentul mai întâi.
MAILBOX_POST_DELETE_QUESTION	Chiar vrei sã ºtergi acest mesaj?
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	Obiectul nu poate fi acceptat. Nu mai existã loc în inventar.
MAILBOX_POST_GET_ITEMS_QUESTION	Accepþi ataºamentul? (Minus 5% taxe în Yang)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	Nu poþi accepta mai mult Won.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	Nu poþi accepta mai mult Yang.
MAILBOX_POST_GM_ARRIVE	Mesaj GM
MAILBOX_POST_NOT_CONFIRM_INFO_1	Mesaje necitite: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	Fãrã ataºamente: %d / Cu ataºamente: %d
MAILBOX_POST_READ_BLOCK	Eºti sigur cã doreºti sã blochezi jucãtorul %s?
MAILBOX_POST_WRITE_ALREADY_ITEM	Poþi trimite doar un singur obiect într-un mesaj.
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	Separã obiectele în inventar înainte de a ataºa unul în mesaj.
MAILBOX_POST_WRITE_CONFIRM_FAIL	Destinatar necunoscut. Mesajul nu a putut fi trimis.
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	Cutia poºtalã a destinatarului este plinã. Mesajul nu a putut fi trimis.
MAILBOX_POST_WRITE_LEVEL_LIMIT	Poþi trimite mesaje de la nivelul 20.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	Nu ai suficient Yang pentru a trimite acest mesaj.
MAILBOX_POST_WRITE_NAME_CHECK	Confirmã numele destinatarului apãsând pe Verificã Destinatar.
MAILBOX_POST_WRITE_NAME_EMPTY	Completezã destinatarul.
MAILBOX_POST_WRITE_QUESTION1	Vrei sã trimiþi mesajul cãtre %s acum?
MAILBOX_POST_WRITE_QUESTION2	Cost trimitere: %d Yang
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	Completeazã un destinatar.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	Completeazã un subiect.
MAILBOX_POST_WRITE_SEND_MONEY_TITLE	Bani
MAILBOX_POST_WRITE_WRONG_ITEM	Nu poþi trimite niciun obiect personalizat.
MAILBOX_POST_WRITE_WRONG_MESSAGE	Mesajul conþine cuvinte nepermise.
MAILBOX_POST_WRITE_WRONG_TITLE	Subiectul conþine cuvinte nepermise.
MALL_CANNOT_INSERT	Nu poþi poziþiona obiectul.
MALL_PASSWORD_TITLE	Parola
MAP_A1	Þinutul Yongan
MAP_A2	Valea Seungryong
MAP_A2_1	
MAP_A3	Þinutul Yayang
MAP_AG	Jungrang
MAP_B1	Þinutul Joan
MAP_B2	Valea Imji
MAP_B3	Þinutul Bokjung
MAP_BATTLE_FIELD	Zonã de Rãzboi
MAP_BAY	Trecatoarea Nephrite
MAP_BAYBLACKSAND	Trecatoarea Nephrite
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	RX: Pãdurea Fermecatã
MAP_BOSS_AWAKEN_FLAME	RX: Fortãreaþa Dragonului Roºu
MAP_BOSS_AWAKEN_SKIPIA	RX: Grota Exilului
MAP_BOSS_AWAKEN_SNOW	RX: Turnul lui Nemere
MAP_BOSS_CRACK_DAWNMIST	TR: Pãdurea Fermecatã
MAP_BOSS_CRACK_FLAME	TR: Fortãreaþa Dragonului Roºu
MAP_BOSS_CRACK_SKIPIA	TR: Grota Exilului
MAP_BOSS_CRACK_SNOW	TR: Turnul lui Nemere
MAP_BOSS_LABYRINTH	Platoul Iluziilor
MAP_C1	Þinutul Pyungmoo
MAP_C2	Valea Bangsan
MAP_C3	Þinutul Bakra
MAP_CAPE	Peninsula Dragon de Foc
MAP_CAPEDRAGONHEAD	Peninsula Dragon de Foc
MAP_CG	Imha
MAP_CZ_DUNGEON	Templul Zodiac
MAP_DAWN	Stancile Gautama
MAP_DAWNMISTWOOD	Stancile Gautama
MAP_DAWNMIST_DUNGEON_01	Pãdurea Fermecatã
MAP_DEFENSE_WAVE	Apãrare Navã
MAP_DEFENSE_WAVE_PORT	Port
MAP_DESERT	Deºertul Yongbi
MAP_DEVILCATACOMB	Catacomba Diavolului
MAP_DEVILTOWER1	Turnul Demonilor
MAP_DUEL	Arena Antrenament de Lupta
MAP_E	Colonie
MAP_EMPIREWAR01	Batalie Castel
MAP_EMPIREWAR02	Batalie Castel
MAP_EMPIREWAR03	Batalie Castel
MAP_FLAME	Doyyumhwan
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_PVE	Palatul Regelui Dragon
MAP_HOLYPLACE_DESERT	Desert Batalia Regatului
MAP_HOLYPLACE_FLAME	Tara de Foc Batalia Regatului
MAP_HOLYPLACE_ICE	Þara Îngheþatã Bãtãlia Regatelor
MAP_MILGYO	Templul Hwang
MAP_MILGYO_A	
MAP_MINIBOSS_01	Temniþa Albastrã - Nivel 40-80
MAP_MINIBOSS_02	Temniþa Roºie - Nivel 81+
MAP_MISTS_OF_ISLAND	Insula de Ceaþã
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MT_THUNDER	Muntii Thunder
MAP_MT_TH_DUNGEON_01	Templul Ochao
MAP_NUSLUCK	Taramul Gigantilor
MAP_NUSLUCK01	Taramul Gigantilor
MAP_N_DESERT_01	Desertul Yongbi
MAP_N_DESERT_02	
MAP_N_FLAME_01	Tara de Foc
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	Adãpostul lui Meley
MAP_N_FLAME_DUNGEON_01	Fortãreaþa Dragonului Roºu
MAP_N_SNOWM_01	Muntele Sohan
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	Turnul lui Nemere
MAP_N_THREEWAY	Valea Seungryong
MAP_OXEVENT	Concurs OX
MAP_PATHWAY_DESERT_01	Desert Batalia Regatului
MAP_PATHWAY_DESERT_02	Desert Batalia Regatului
MAP_PATHWAY_DESERT_03	Desert Batalia Regatului
MAP_PATHWAY_FLAME_01	Tara de Foc Batalia Regatului
MAP_PATHWAY_FLAME_02	Tara de Foc Batalia Regatului
MAP_PATHWAY_FLAME_03	Tara de Foc Batalia Regatului
MAP_PATHWAY_ICE_01	Þara Îngheþatã Bãtãlia Regatelor
MAP_PATHWAY_ICE_02	Taramul Jocului
MAP_PATHWAY_ICE_03	Þara Îngheþatã Bãtãlia Regatelor
MAP_SKELTOWER	Turnul Gumsan
MAP_SKIPIA_DUNGEON_01	Grota Exilului
MAP_SKIPIA_DUNGEON_011	
MAP_SKIPIA_DUNGEON_012	
MAP_SKIPIA_DUNGEON_013	
MAP_SKIPIA_DUNGEON_02	Grota Exilului 2
MAP_SKIPIA_DUNGEON_021	
MAP_SKIPIA_DUNGEON_022	
MAP_SKIPIA_DUNGEON_023	
MAP_SKIPIA_DUNGEON_BOSS	Templul Dragonului
MAP_SKIPIA_DUNGEON_BOSS_1	Temnita Paianjenilor 1
MAP_SKIPIA_DUNGEON_BOSS_2	Temnita Paianjenilor 2
MAP_SKIPIA_DUNGEON_BOSS_3	Temnita Paianjenilor 3
MAP_SNOW	Muntele Sohan
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Temnita Paianjenilor 1
MAP_SPIDERDUNGEON_02	Temnita Paianjenilor 2
MAP_SPIDERDUNGEON_02_1	Temnita Paianjenilor 2
MAP_SPIDERDUNGEON_03	Temnita Paianjenilor 3
MAP_SUNGZI	Batalia Regatului
MAP_SUNGZI_DESERT_01	Desert Batalia Regatului
MAP_SUNGZI_DESERT_HILL_01	Desert Batalia Regatului
MAP_SUNGZI_DESERT_HILL_02	Desert Batalia Regatului
MAP_SUNGZI_DESERT_HILL_03	Desert Batalia Regatului
MAP_SUNGZI_FLAME_HILL_01	Tara de Foc Batalia Regatului
MAP_SUNGZI_FLAME_HILL_02	Tara de Foc Batalia Regatului
MAP_SUNGZI_FLAME_HILL_03	Tara de Foc Batalia Regatului
MAP_SUNGZI_SNOW	Þara Îngheþatã Bãtãlia Regatelor
MAP_SUNGZI_SNOW_PASS01	Þara Îngheþatã Bãtãlia Regatelor
MAP_SUNGZI_SNOW_PASS02	Þara Îngheþatã Bãtãlia Regatelor
MAP_SUNGZI_SNOW_PASS03	Þara Îngheþatã Bãtãlia Regatelor
MAP_T1	Zona de Lupta Breasla
MAP_T2	Zona de Lupta Breasla
MAP_T3	Zona de Lupta Breasla
MAP_T4	Zona de Lupta Breasla
MAP_TEMPLE	Templul Hwang
MAP_THUNDER	Muntii Thunder
MAP_TREE	Lungsam
MAP_TRENT	Padurea Fantoma
MAP_TRENT02	Padurea Rosie
MAP_TRENT02_A	Padurea Rosie
MAP_TRENT_A	
MAP_WEDDING_01	Harta Casatoriilor
MAP_WL	Valea Serpilor
MAP_WL_01	Valea Serpilor
MC_ACCUMULATION_COUNT	Carduri Monstru Colectate: %d
MC_ALTER_TEXT	Nivel misiune: %d
MC_CARD_FALL_SHORT	Carduri insuficiente înregistrate.
MC_CARD_SHUFFLE	Vrei sã amesteci cardurile?
MC_INIT_ITEM_FALL_SHORT	Ai nevoie de %d Tichet(e) de Resetare
MC_MISSION_FAIL_MSG	Nicio misiune activã sau limitã depãºitã.
MC_MISSION_INIT	Vrei sã resetezi misiunea la nivel 1?
MC_MISSION_NO_CLEAR	Mai întâi trebuie sã termini prima misiune.
MC_MOTION_BUTTON_OVER_MSG	Opþiunea este disponibilã doar la 2 stele.
MC_POLY_BUTTON_OVER_MSG	Opþiunea este disponibilã doar la 3 stele.
MC_POLY_FAIL	Nu poþi sã te transformi momentan.
MC_POLY_QUESTION	Vrei sã te transformi în acest monstru?
MC_PROMOTION_MAX	Nu se poate avansa mai mult.
MC_PROMOTION_QUESTION	Vrei sã creºti nivelul?
MC_QUESTION_BUTTON_DESC1	Poate fi resetat doar de 6 ori în 24 de ore.
MC_QUESTION_BUTTON_DESC2	Fiecare resetare ulterioarã necesitã mai multe Tichete de Resetare.
MC_QUESTION_BUTTON_DESC3	Apasã aici pentru afiºarea timpului ramas de calmare.
MC_REWARD_FAIL	Nu este destul loc în inventar.
MC_REWARD_MISSION	Doreºti sã colectezi Cardul Monstru acum?
MC_SHUFFLE_NO_ITEM	Nu ai Tichet de Modificare?
MC_TIME	Calmare: %s
MC_TRADE_QUESTION	%d carduri vor fi deduse. Doreºti sã continui?
MC_USE_ITEM_FAIL	Cardul nu poate fi adãugat.
MC_USE_ITEM_QUESTION	Vrei sã adaugi acest Card Monstru?
MC_WARP_BUTTON_OVER_MSG	Opþiunea este disponibilã doar la 4 stele.
MC_WARP_FAIL	Nu te mai poþi teleporta.
MC_WARP_LIMIT_LEVEL	Nivelul tãu actual este insuficient pentru teleportare.
MC_WARP_QUESTION	Vrei sã te teleportezi în regiunea acestui monstru?
MD_POPUP_MSG_1	Poþi intra doar din Templul Zodiac.
MD_POPUP_MSG_2	Gardienii Zodiac au nevoie de recuperare.\nOferã-le puþin timp.
MD_SYSTEM_MSG_1	Nu eºti un zombie. Nu poþi lupa dacã eºti mort.
MEDAL_OF_HONOR	Medalia Vitejiei
MEDAL_OF_HONOR_SYSTEM_PICK	Obiect primit: Medalia Vitejiei x %d
MESSENGER_ADD_BLOCK_FRIEND	Adaugã
MESSENGER_ADD_FRIEND	Adaugã prieten
MESSENGER_BLOCK	Blocat
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s te-a acceptat ca prieten.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	Accepþi?
MESSENGER_DO_YOU_DELETE	ªterge?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	Vrei sã ºtergi numãrul de mobil?
MESSENGER_DO_YOU_MOVE	Mai departe?
MESSENGER_EMPTY_LIST	Gol
MESSENGER_FAMILY	Familie
MESSENGER_FRIEND	Prieteni
MESSENGER_GUILD	Breaslã
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Trimite codul de pe telefonul mobil.
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	Introdu codul
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	Introdu numãrul de mobil pentru trimiterea SMS-ului.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	Vrei sã introduci acum numãrul de mobil?
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	Introdu numãrul de mobil
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Trimite mesaj.
METIN_TEST	
MINIGAMEUI_CALENDAR	Calendar Evenimente
MINIGAME_FISH_EVENT_ADD_ACCEPT	Vrei sã adaugi?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Eºti sigur cã doreºti sã arunci acest obiect?
MINIGAME_FISH_EVENT_REWARD_MSG	Ai primit %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	Vrei sã foloseºti asta?
MINIMAP	Deschide mini harta
MINIMAP_CANNOT_SEE	Harta mini nu poate fi afiºatã.
MINIMAP_CAN_NOT_SHOW_AREAMAP	Harta mare nu poate fi afiºatã.
MINIMAP_DEC_SCALE	Minimeazã
MINIMAP_INC_SCALE	Maximeazã
MINIMAP_OBSERVER_COUNT	%d spectatori
MINIMAP_OPEN_INGAMEEVENT	Evenimente
MINIMAP_SHOW_AREAMAP	Deschide hartã mare
MINI_GAME_BNW_DONATE_QUESTION1	Doreºti sã donezi?
MINI_GAME_BNW_DONATE_QUESTION2	O donaþie costã 15 Monede Profet.
MINI_GAME_BNW_FONT	Arial:15
MINI_GAME_BNW_GAME_GIVEUP_MSG1	Chiar vrei sã întrerupi jocul?
MINI_GAME_BNW_GAME_GIVEUP_MSG2	Nu uita cã vei obþine recompense dacã o sã câºtigi.
MINI_GAME_BNW_GAME_RESULT_DRAW	Extrage! Ai câºtigat %d Monede Profet.
MINI_GAME_BNW_GAME_RESULT_LOSE	Învins! Ai câºtigat %d Monede Profet.
MINI_GAME_BNW_GAME_RESULT_SCORE	Scor: %d
MINI_GAME_BNW_GAME_RESULT_WIN	Victorie! Ai câºtigat %d Monede Profet.
MINI_GAME_BNW_NOT_ENOUGH_INVEN	Nu este destul loc în inventar.
MINI_GAME_BNW_NOT_ENOUGH_ITEM	Ai nevoie de un Set Tarot pentru a juca.
MINI_GAME_BNW_NOT_ENOUGH_YANG	Nu ai suficient Yang pentru a începe jocul.
MINI_GAME_BNW_RESULT_DRAW1	Numãrul tãu este identic.
MINI_GAME_BNW_RESULT_DRAW2	Extrage!
MINI_GAME_BNW_RESULT_LOSE1	Numãrul tãu este mai mic.
MINI_GAME_BNW_RESULT_LOSE2	Învins!
MINI_GAME_BNW_RESULT_WIN1	Numãrul tãu este mai mare.
MINI_GAME_BNW_RESULT_WIN2	Victorie!
MINI_GAME_BNW_START_QUESTION	Ai nevoie de un Set Tarot ºi 30,000 Yang pentru a juca. Doreºti sã participi la Duelul Profeþilor?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Dacã pariezi multiplu pe %s vei fi recompensat cu acelaºi numãr de cufere.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	Pariu maxim: %d Pachete Rege
MINI_GAME_CATCHKING_HELP_MSG1	Pãcat! Valoarea cãrþilor tale este mai micã.\nNu ai obþinut niciun punct. Alege o nouã carte din pachetul tãu.
MINI_GAME_CATCHKING_HELP_MSG2	Bravo! Cãrþile au aceeaºi valoare.\nRândul tãu s-a terminat. Alege o nouã carte din pachetul tãu.
MINI_GAME_CATCHKING_HELP_MSG3	Þine-o tot aºa! Valoarea cãrþii tale este mai mare.\nÎntoarce altã carte.
MINI_GAME_CATCHKING_HELP_MSG4	A fost un [5] în raza cãrþii pe care ai descoperit-o.\nNu ai câºtigat niciun punct. Acum selecteazã Regele [K].
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	Regele a scãpat! Jocul s-a terminat. \nDacã ai adunat cel putin 10 puncte, îþi poþi ridica premiul.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	Nu poþi ridica niciun premiu.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	A fost un [5] în apropiere.
MINI_GAME_CATCHKING_START_QUESTION	Pentru un joc trebuie sã plãteºti urmãtoarele: %d Yang ºi %s: %d în plus\nVrei sã joci acum?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Poate prinde urmãtoarea carte: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Poate prinde urmãtoarele cãrþi: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Poate prinde urmãtoarele cãrþi: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Poate prinde urmãtoarele cãrþi: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Poate prinde urmãtoarele cãrþi: [1], [2], [3], [4], [5]\nDacã un alt [5] se aflã în apropierea cãrþilor descoperite,\nrândul tãu se terminã ºi nu vei primi niciun punct.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Poate prinde urmãtoarea carte: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 sau mai mult
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: 400 - 549
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: 10 - 399
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Câºtigi 10 puncte bonus dacã descoperi toate cãrþile în ºir.
MINI_GAME_GIVEUP_QUESTION	Chiar vrei sã întrerupi jocul? Nu vei primi nicio recompensã.
MINI_GAME_NOTICE_1	Apasã pe 'Aruncã' pentru a determina jucãtorul care începe.
MINI_GAME_NOTICE_10	Ha! Ai învins calculatorul!
MINI_GAME_NOTICE_11	Ghinion! Calculatorul te-a învins.
MINI_GAME_NOTICE_12	Ai avut Yu sau Mo ºi poþi arunca din nou.
