NPC_SEARCH	Szukaj NPC
STAT_TOOLTIP_PASSIVE	Bonus reliktu
STAT_TOOLTIP_POINT	Punkty
STAT_TOOLTIP_REACTION	Reakcje
STAT_TOOLTIP_SHP	Na Yohara otrzymujesz mniejszy minus od twoich maksymalnych P¯.
STAT_TOOLTIP_SIMMUNE	Na Yohara otrzymujesz mniejszy minus do twojej odpornoœci na zmiany statusu.
STAT_TOOLTIP_SMOVE	Na Yohara otrzymujesz mniejszy minus od twojej szybkoœci ruchu.
STAT_TOOLTIP_SP	PE
STAT_TOOLTIP_SPECIAL_ACTION	Specjalne akcje
STAT_TOOLTIP_SSTR	Na Yohara otrzymujesz mniejszy minus obra¿eñ od twoich ataków.
STAT_TOOLTIP_STAT	Wartoœci
STAT_TOOLTIP_STR	Podwy¿sza Wartoœæ Ataku i Uszkodzeñ
STAT_TOOLTIP_SUNGMA_HP	Zmienia P¯ zale¿nie od woli SungMa (WIT) oraz mapy
STAT_TOOLTIP_SUNGMA_IMMUNE	Zmienia podatnoœæ na efekty statusu zale¿nie od woli SungMa (INT) przeciwnika oraz mapy
STAT_TOOLTIP_SUNGMA_MOVE	Zmienia szybkoœæ ruchu zale¿nie od woli SungMa (ODP) przeciwnika oraz mapy
STAT_TOOLTIP_SUNGMA_STR	Zmienia atak zale¿nie od woli SungMa (SI£A) przeciwnika oraz mapy
STAT_TOOLTIP_SUPPORT_SKILL	Dodatkowe umiejêtnoœci
STAT_TOOLTIP_TAB_CHARACTER	Postaæ
STAT_TOOLTIP_TAB_EMOTICON	Emocje
STAT_TOOLTIP_TAB_QUEST	Misje
STAT_TOOLTIP_TAB_SKILL	Umiejêtnoœci
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Musisz najpierw ukoñczyæ poni¿szy poziom.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Nie mo¿esz wejœæ, je¿eli dosiad³eœ wierzchowca.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	Musisz najpierw osi¹gn¹æ poziom czempiona, by móc wejœæ.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	Potrzebujesz sztandaru czaszki, by móc wejœæ.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	Nie mo¿esz wejœæ do Piekielnej Wie¿y Sunga Mahi w grupie.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Nie mo¿esz wejœæ, je¿eli jesteœ przemieniony.
SUNGMAHEE_TOWER_FLOOR_TEXT	Poziom {0}
SUNGMAHEE_TOWER_MY_RANK_TEXT	Ranga {0}
SYMBOLLIST_TITLE	Zarejestruj Flagê Gildii
TARGET_BUTTON_ACCEPT_FIGHT	Zgoda
TARGET_BUTTON_AVENGE	Zemsta
TARGET_BUTTON_BLOCK	Zablokuj
TARGET_BUTTON_BLOCK_REMOVE	Odblokuj
TARGET_BUTTON_BUILDING_DESTROY	Zniszcz
TARGET_BUTTON_DISMOUNT	Zsi¹dŸ
TARGET_BUTTON_EMOTION_ALLOW	Emocje
TARGET_BUTTON_EXCHANGE	Handel
TARGET_BUTTON_EXCLUDE	Wyklucz
TARGET_BUTTON_EXIT_OBSERVER	Zakoñcz Tryb Obserwatora
TARGET_BUTTON_FIGHT	Pojedynek
TARGET_BUTTON_FRIEND	Przyjaciel
TARGET_BUTTON_INVITE_GUILD	Zapr. Gildii
TARGET_BUTTON_INVITE_PARTY	Zapr. Grupy
TARGET_BUTTON_LEAVE_PARTY	Opuœæ Grupê
TARGET_BUTTON_REQUEST_ENTER_PARTY	Do³¹cz do Grupy
TARGET_BUTTON_REVIVE	Wskrzeszenie
TARGET_BUTTON_VIEW_EQUIPMENT	Zbroja
TARGET_BUTTON_WHISPER	Szept
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Stopieñ 5.
TARGET_LEVEL_KNIGHT	Stopieñ 3.
TARGET_LEVEL_PAWN	Stopieñ 1.
TARGET_LEVEL_S_KNIGHT	Stopieñ 4.
TARGET_LEVEL_S_PAWN	Stopieñ 2.
TARGET_TOOLTIP_ATTACK_COUNT	£¹czna iloœæ punktów: %d
TASKBAR_ATTACK	Atak
TASKBAR_AUTO	atakuj automatycznie
TASKBAR_CAMERA	Kamera
TASKBAR_EXP	Doœwiadczenie
TASKBAR_HP	P¯
TASKBAR_MOVE	Ruch
TASKBAR_SKILL	Umiejêtnoœæ
TASKBAR_SP	PE
TASKBAR_ST	ST
TENTH_COIN	Moneta jubileuszowa
TENTH_EVENT_ASK_EXCHANGE	Potrzebujesz flag jubileuszowych: %d Czy chcesz kontynuowaæ?
THING_COUNT	wszystko
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Redukcja obra¿eñ	SNA
TOOLTIP_AFFECT_CONFUSION	Zosta³eœ og³uszony.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Redukcja szansy na cios krytyczny	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Znak Stra¿nika	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Nie uda³o siê przerwaæ hydro-promienia.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Redukcja obrony	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	B³yskawica
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Bonus Z³otego Tuñczyka	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Mokre szaty\nSzybkoœæ ruchu -50	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Dusze (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Cenne Dusze (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Buff zajêcia \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Upadek z wierzchowca	SNA
TOOLTIP_AFFECT_POLYMORPH	Polimorfia	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Wyd³u¿enie czasu regeneracji	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Odpornoœæ na obra¿enia umiejêtnoœci +15% | Odpornoœæ na normalne obra¿enia od ataku +15%
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Eliksir Poszukiwacza	SNA
TOOLTIP_AFFECT_RHP_REGEN	Brak mo¿liwoœci odpoczynku	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Bonus magazynu\n +3% PD	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Bonus magazynu\n+20 obrona	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Bonus magazynu\n+1% punkt ¿ycia	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Bonus magazynu\n+3% si³a w walce z potworami	SNA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Niski ranking powoduje zwiêkszenie zadawanych obra¿eñ.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Odpornoœæ na cios krytyczny +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Odpornoœæ na przeszywaj¹cy cios +%d%%	SA
TOOLTIP_ANTI_SELL	Nie mo¿e zostaæ sprzedany w Magazynie
TOOLTIP_APPLY_ACCEDRAIN_RATE	Stopnieñ absorpcji: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Silny przeciwko Zwierzêtom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Silny przeciwko Ninja +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Z³amanie Odpornoœci na Dzwony +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Z³amanie Odpornoœci na Strza³y +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Z³amanie Odpornoœci na Szpony +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Si³a w walce z potworami Zodiaku +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Z³amanie Odpornoœci na Sztylety: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Si³a w walce z potworami pustyni +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Si³a w walce z diab³ami +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Z³amanie Odpornoœci na Wachlarze +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Silny przeciwko Ludziom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Si³a w walce z insektami +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Silny przeciwko Mistykom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Silny przeciwko Potworom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Silny przeciwko Orkom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Silny przeciwko Szamanom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Silny przeciwko Sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Z³amanie Odpornoœci na Miecze: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Z³amanie Odpornoœci na Broñ oburêczn¹ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Silny przeciwko Nieumar³ym +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Silny przeciwko Wojownikom +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Silny przeciwko Likanom + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Atak krwawienia + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Odpornoœæ na Atak Krwawienia + %d%%	SA
TOOLTIP_APPLY_BLOCK	Szansa na blok ciosów %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Odzyskiwanie PE przez 5 sekund podczas Bitwy %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Szansa na cios krytyczny +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	Szansa na odzyskanie PE: %d%%	SA
TOOLTIP_APPLY_DODGE	Szansa na unikniêcie Strza³y: %d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK	Si³a Mroku +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Si³a Mroku +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Si³a Ziemi +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Si³a Ziemi +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Si³a B³yskawic +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Si³a B³yskawic +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Si³a Ognia +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Si³a Ognia +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Si³a Lodu +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Si³a Lodu +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Si³a Wiatru +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Si³a Wiatru +%d%% ~ +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	Szansa na Bonus DOŒ: %d%%	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	Szansa na podwójn¹ iloœæ Yang: %d%%	SA
TOOLTIP_APPLY_IMMUNE_FALL	Niewra¿liwy na Upadek	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Odpornoœæ na Spowolnienia	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Odpornoœæ na Omdlenia	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	Szansa na podwójn¹ iloœæ Przedmiotów: %d%%	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	Szansa na odzyskanie P¯: %d%%	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	Szansa na odzyskanie PE: %d%%	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% Szansa na kradzie¿ PE	SA
TOOLTIP_APPLY_MAX_HP_PCT	Maks. P¯ +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Maks. PE +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Brak efektu
TOOLTIP_APPLY_NO_DEATH_PENALTY	Nie tracisz Punktów Doœwiadczenia podczas wznawiania gry w miejscu œmierci.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Bóg Smoków rozpostar³ nad Tob¹ chroni¹ce skrzyd³a. Jeœli zostaniesz o¿ywiony na pok³adzie, nie stracisz punktów doœwiadczenia.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	Szansa na przeszywaj¹ce Uderzenie: %d%%	SA
TOOLTIP_APPLY_POISON_PCT	Szansa na Otrucie %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Odpornoœæ na Trucizny: %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Mikstury %d%% efekt podniesiony	SA
TOOLTIP_APPLY_REFLECT_CURSE	Szansa na odbicie Kl¹twy: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% Szansa na odbicie Ciosu	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Odpornoœæ na Ninja: %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Odpornoœæ na Dzwony: %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Odpornoœæ na Szpony +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Odpornoœæ na Sztylety: %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Odpornoœæ na Wachlarze: %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Odpornoœæ na Ludzi %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Odpornoœæ na Upadek +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Odpornoœæ na Szamanów: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Odpornoœæ na Sura: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Odpornoœæ na Miecze: %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Odpornoœæ na Broñ Dwurêczn¹: %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Odpornoœæ na Wojowników: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Odpornoœæ na Wiatr: %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Odpornoœæ na Atak Likanów + %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Szansa na pomyœln¹ naukê zwiêkszona o wspó³czynnik 2.5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Jeœli trening siê nie powiedzie, mo¿esz od razu spróbowaæ ponownie.	SNA
TOOLTIP_APPLY_SLOW_PCT	Szansa na Spowolnienie %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% obra¿eñ bêdzie dodanych do P¯	SA
TOOLTIP_APPLY_STEAL_SP	%d%% obra¿eñ bêdzie dodanych do PE	SA
TOOLTIP_APPLY_STUN_PCT	Szansa na Omdlenie %d%%	SA
TOOLTIP_ARMOR	Zbroja
TOOLTIP_ARROW	Strza³a
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_STONE	+%d%% si³y przeciwko kamieniom Metin	SA
TOOLTIP_ATT_GRADE	Wartoœæ Ataku +%d	SA
TOOLTIP_ATT_SPEED	Szybkoœæ Ataku +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Zmniejszona Szybkoœæ Ataku	SNA
TOOLTIP_AUTO_POTION_HP	Eliksir S³oñca
TOOLTIP_AUTO_POTION_REST	Pozosta³o: %.2f%%
TOOLTIP_AUTO_POTION_SP	Eliksir Ksiê¿yca
TOOLTIP_AUTO_POTION_USING	Aktywny
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Auto £owy	SNA
TOOLTIP_BATTLE_POTION	Mikstura Pojedynku Strefy Walki	SNA
TOOLTIP_BOW_DISTANCE	Zasiêg £uku +%dm	SA
TOOLTIP_BUYPRICE	%s
TOOLTIP_CAST_SPEED	Szybkoœæ Zaklêcia +%d%%	SA
TOOLTIP_CON	Witalnoœæ +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus kostiumu %d%%	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorbuje obra¿enia do %d%% jako P¯	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorbuje obra¿enia do %d%% jako PE	SA
TOOLTIP_DEF_GRADE	Obrona +%d	SA
TOOLTIP_DEX	Zrêcznoœæ +%d	SA
TOOLTIP_DS_SET	Zestaw efektu SSK	SNA
TOOLTIP_EAR	Kolczyki
TOOLTIP_ENERGY	Energia %d	SA
TOOLTIP_ETC	I tak dalej
TOOLTIP_EXP_BONUS_EVENT	PD +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. dodany bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. dodany bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Punkty %d / %d
TOOLTIP_FISHINGROD_LEVEL	Poziom: %d
TOOLTIP_FISHINGROD_UPGRADE1	Daj Rybakowi,
TOOLTIP_FISHINGROD_UPGRADE2	aby dostaæ
TOOLTIP_FISHINGROD_UPGRADE3	Ulepszon¹ Wêdkê.
TOOLTIP_FISH_LEN	D³ugoœæ: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. dodany bonus +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Przyspieszenie +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	B³ogos³awieñstwo Boga Smoków +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Krew Boga Smoków +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Furia Boga Smoków +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Magiczna Pomoc +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Œwiêta Zbroja +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% PD | +5% dropu przedmiotu | +10% si³a w walce z potworami	SNA
TOOLTIP_HELMET	He³m
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Otrzymujesz moc mroku na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Otrzymujesz moc ziemi na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Otrzymujesz moc b³yskawic na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Otrzymujesz moc ognia na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Otrzymujesz moc lodu na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Otrzymujesz moc wiatru na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Otrzymujesz odpornoœæ na mrok na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Otrzymujesz odpornoœæ na ziemiê na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Otrzymujesz odpornoœæ na b³yskawice na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Otrzymujesz odpornoœæ na ogieñ na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Otrzymujesz odpornoœæ na lód na %d sek. w walce	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Otrzymujesz odpornoœæ na wiatr na %d sek. w walce	SA
TOOLTIP_HP_REGEN	Regeneracja P¯: +%d%%	SA
TOOLTIP_INT	Inteligencja +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Wartoœæ Ataku: %d
TOOLTIP_ITEM_ATT_POWER	Wartoœæ Ataku: %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Wartoœæ Ataku: %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Wartoœæ Ataku: %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Szybkoœæ Ataku: %s
TOOLTIP_ITEM_DEF_GRADE	Obrona %d
TOOLTIP_ITEM_FAST	Szybki
TOOLTIP_ITEM_LIMIT_CON	Górna granica Witalnoœci: %d
TOOLTIP_ITEM_LIMIT_DEX	Górny limit Zrêcznoœci: %d
TOOLTIP_ITEM_LIMIT_INT	Górna granica Inteligencji: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Od Poziomu: %d
TOOLTIP_ITEM_LIMIT_STR	Górna granica Si³y: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Wartoœæ Magicznego Ataku: %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Wartoœæ Magicznego Ataku: %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magiczna Obrona %d
TOOLTIP_ITEM_NORMAL	Normalny
TOOLTIP_ITEM_SLOW	Wolny
TOOLTIP_ITEM_VERY_FAST	Bardzo szybki
TOOLTIP_ITEM_VERY_SLOW	Bardzo wolny
TOOLTIP_ITEM_WEARABLE_JOB	[ Do ubrania ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Szczêœliwy Numer: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magiczny atak +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Wartoœæ Magicznego Ataku: +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magiczna Obrona: +%d	SA
TOOLTIP_MALL_AUTOLOOT	Rêka, która automatycznie podnosi upuszczone Yang.	SNA
TOOLTIP_MALL_DEFBONUS	Obrona: +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Obrona	SNA
TOOLTIP_MALL_EXPBONUS	Punkty Doœwiadczenia: +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe DOŒ Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	Zwiêksza zdobywanie PD o 50%	SNA
TOOLTIP_MALL_FISH_MIND	Szansa schwytania rzadkiej ryby zostanie podwojona.	SNA
TOOLTIP_MALL_GOLDBONUS	Szansa na drop Yang zwiêkszona o %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Szansa znalezienia Yang zostanie podwojona	SNA
TOOLTIP_MALL_ITEMBONUS	Szansa na dropy przedmiotów zwiêkszona o %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe szansa na zdobycie przedmiotów plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Zwiêkszono szansê na dropy przedmiotów o 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punkty Mi³oœci szybciej siê regeneruj¹.	SNA
TOOLTIP_MALL_SAFEBOX	Zwiêkszona pojemnoœæ Magazynu	SNA
TOOLTIP_MAX_HP	Max P¯: +%d	SA
TOOLTIP_MAX_HP_PCT	Max P¯: +%d%%	SA
TOOLTIP_MAX_SP	Max PE: +%d	SA
TOOLTIP_MAX_SP_PCT	Max PE: +%d%%	SA
TOOLTIP_MAX_STAMINA	Max Wytrzyma³oœæ: +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s (%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	BRAK NAZWY (%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Jeœli masz powy¿ej 90%% P¯, doznajesz obra¿enia ni¿sze o %d%%.	SA
TOOLTIP_MOV_SPEED	Szybkoœæ Ruchu %d%%	SA
TOOLTIP_NECK	Naszyjnik
TOOLTIP_NEED_ALL_SP	Wymagane PE: Max
TOOLTIP_NEED_GSP	Wymagany Duch Smoka: %d
TOOLTIP_NEED_HP	Wymagane P¯: %d
TOOLTIP_NEED_HP_PER_SEC	P¯ / sek.: %d
TOOLTIP_NEED_SKILL_POINT	Wymagane Punkty Umiejêtnoœci:
TOOLTIP_NEED_SP	Wymagane PE: %d
TOOLTIP_NEED_SP_PER_SEC	PE / Sek.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Nastêpny Poziom: %d (Max %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Nastêpny Poziom: %d (Max %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% szans na zablokowanie obra¿eñ od ataku	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Œrednie Obra¿enia: %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Obra¿enia od ataku przeciwko bossom +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Odpornoœæ na Obra¿enia: %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Obra¿enia od ataku bossów -%d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Wiêcej ni¿ %d Cz³onków Grupy
TOOLTIP_PARTY_INFO_GRADE_UP2	Poziom Ataku +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Poziom Obrony +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Regeneracja P¯/PE wszystkich Cz³onków Grupy przez 60 minut.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Regeneracja P¯/PE wszystkich Cz³onków Grupy przez 30 minut.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Musisz poczekaæ 3 minuty po œmierci cz³onka grupy.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Mo¿esz przywo³aæ cz³onków grupy, którzy s¹ na tym samym serwerze.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Poziom Ataku +(iloœæ cz³onków grupy/2) Napastnik %d mo¿e byæ wybrany.
TOOLTIP_PARTY_INFO_SET_TANKER	Poziom Obrony +(iloœæ cz³onków grupy) 1 Walcz¹cy Ostrzem mo¿e byæ wybrany.
TOOLTIP_PARTY_SKILL_LEVEL	Aktualny Poziom: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Atak/Obrona ulepszony]
TOOLTIP_PARTY_TITLE_HEAL	[przywróæ]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Jeœli masz wiêcej ni¿ %d Cz³onków Grupy, dostajesz %d%% Bonus DOŒ .
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus DOŒ]
TOOLTIP_PARTY_TITLE_RECALL	[Przywo³aj]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Ustanów Napastnika]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Ustanów Walcz¹cego Ostrzem]
TOOLTIP_PEPSI_EVENT	5% bonusu PD i 5% zwiêkszonej szansy na zdobywanie przedmiotów.	SNA
TOOLTIP_PICK_EXP	Punkty: %d / %d
TOOLTIP_PICK_LEVEL	Poziom: %d
TOOLTIP_PICK_UPGRADE1	Daj to Drwalowi
TOOLTIP_PICK_UPGRADE2	aby dostaæ
TOOLTIP_PICK_UPGRADE3	ulepszony Kilof.
TOOLTIP_POTION_CURE	Usuñ negatywne skutki.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Szybkoœæ Ataku +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS ATAKU POTWORÓW: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATAK: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATAK: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	OBRONA: +%d
