NPC_SEARCH	Npc keresés
MINIGAMEUI_CALENDAR	Rendezvény-naptár
MINIGAME_FISH_EVENT_ADD_ACCEPT	Szeretnéd ezt lerakni?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Biztosan szeretnéd eldobni ezt a darabot?
MINIGAME_FISH_EVENT_REWARD_MSG	%s-t kaptál.
MINIGAME_FISH_EVENT_USE_ACCEPT	Fel szeretnéd használni ezt?
MINIMAP	Mini térkép megnyitása
MINIMAP_CANNOT_SEE	Nem jeleníthetõ meg a mini térkép.
MINIMAP_CAN_NOT_SHOW_AREAMAP	Nem jeleníthetõ meg nagy térkép.
MINIMAP_DEC_SCALE	Kicsinyítés
MINIMAP_INC_SCALE	Nagyítás
MINIMAP_OBSERVER_COUNT	%d nézõ
MINIMAP_OPEN_INGAMEEVENT	Rendezvények
MINIMAP_SHOW_AREAMAP	Nagy térkép megnyitása
MINI_GAME_BNW_DONATE_QUESTION1	Szeretnél adományozni?
MINI_GAME_BNW_DONATE_QUESTION2	Az adományozás 15 Látók érméjébe kerül.
MINI_GAME_BNW_FONT	Arial:15
MINI_GAME_BNW_GAME_GIVEUP_MSG1	Tényleg szeretnéd megszakítani a játékot?
MINI_GAME_BNW_GAME_GIVEUP_MSG2	Ne feledd, hogy jutalmat kapsz, ha nyersz.
MINI_GAME_BNW_GAME_RESULT_DRAW	Döntetlen! %d Látók érméjét nyertél.
MINI_GAME_BNW_GAME_RESULT_LOSE	Vereség! %d Látók érméjét nyertél.
MINI_GAME_BNW_GAME_RESULT_SCORE	Pontszám: %d
MINI_GAME_BNW_GAME_RESULT_WIN	Gyõzelem! %d Látók érméjét nyertél.
MINI_GAME_BNW_NOT_ENOUGH_INVEN	Nincs elég hely a leltáradban.
MINI_GAME_BNW_NOT_ENOUGH_ITEM	Egy Tarot paklira van szükséged a játékhoz.
MINI_GAME_BNW_NOT_ENOUGH_YANG	Nincs elegendõ Yangod a játék elkezdéséhez.
MINI_GAME_BNW_RESULT_DRAW1	A számotok azonos.
MINI_GAME_BNW_RESULT_DRAW2	Döntetlen!
MINI_GAME_BNW_RESULT_LOSE1	A te számod kisebb.
MINI_GAME_BNW_RESULT_LOSE2	Vereség!
MINI_GAME_BNW_RESULT_WIN1	A te számod nagyobb.
MINI_GAME_BNW_RESULT_WIN2	Gyõzelem!
MINI_GAME_BNW_START_QUESTION	Egy Tarot paklira és 30.000 Yangra van szükséged a játékhoz. Szeretnél játszani a Látók párbajával?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Ha több %s-t teszel fel tétként, pont ugyanannyi ládát fogsz jutalmul kapni.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	Maximum tét: %d Királypakli.
MINI_GAME_CATCHKING_HELP_MSG1	Ez sajnos most nem jött be! A te kártyád értéke kisebb.\nNem kapsz pontot. Válassz egy új kártyát a paklidból!
MINI_GAME_CATCHKING_HELP_MSG2	Szép volt! A kártyák értéke megegyezik.\nA köröd véget ért. Válassz egy új kártyát a paklidból!
MINI_GAME_CATCHKING_HELP_MSG3	Csak így tovább! A kártyád értéke magasabb.\nFordíts fel még egy kártyát!
MINI_GAME_CATCHKING_HELP_MSG4	A felfordított kártya körül volt egy [5]-ös.\nSajnos nem kapsz pontot. Most válaszd ki a Királyod [K]!
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	A király megszökött! Véget ért a játék. \nHa legalább 10 pontot elértél, most begyûjtheted a jutalmad.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	Nem tudsz jutalmat begyûjteni.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	Egy [5] kártya van a közelében.
MINI_GAME_CATCHKING_START_QUESTION	A játék ára a következõ: %d Yang és %s: %d darab\nSzeretnél most játszani?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Üti az alábbi kártyát: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Üti az alábbi kártyákat: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Üti az alábbi kártyákat: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Üti az alábbi kártyákat: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Üti az alábbi kártyákat: [1], [2], [3], [4], [5]\nHa van egy másik [5] a felfordított kártya körül,\nakkor véget ér a kör és nem kapsz pontot érte.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Üti az alábbi kártyát: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 és felette
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: 400 és 549 között
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: 10 és 399 között
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	10 bónusz pontot kapsz, ha minden kártyát felfordítasz egy vonalban.
MINI_GAME_GIVEUP_QUESTION	Tényleg szeretnéd megszakítani a játékot? Így nem fogsz jutalmat kapni.
MINI_GAME_NOTICE_1	Kattints a "Dobásra", hogy eldõljön, ki kezd.
MINI_GAME_NOTICE_10	Ez az! Kiütötted a számítógép korongját!
MINI_GAME_NOTICE_11	Pech! A számítógép kiütötte a korongod.
MINI_GAME_NOTICE_12	Yut vagy Mo dobásod volt, újra dobhatsz.
MINI_GAME_NOTICE_13	Vége a játéknak. Gyûjtsd be a jutalmad!
MINI_GAME_NOTICE_2	Dobj a Yut pálcikákkal.
MINI_GAME_NOTICE_3	A számítógép dob a Yut pálcikákkal, hogy eldõljön, ki kezd.
MINI_GAME_NOTICE_4	Döntetlen lett, vagy a számítógép dobta a kisebb értéket. A számítógép kezd.
MINI_GAME_NOTICE_5	A tiéd volt a kisebb értékû dobás, ezért te kezdesz.
MINI_GAME_NOTICE_6	Ezt dobtad: %s. Lépj elõre %d mezõt.
MINI_GAME_NOTICE_7	Ezt dobtad: %s. Hátra kell lépned 1 mezõt.
MINI_GAME_NOTICE_8	Dobás: %s
MINI_GAME_NOTICE_9	Ez a számítógép köre.
MINI_GAME_RUMI_DISCARD_QUESTION	Tényleg el akarod vetni ezt a kártyát?
MINI_GAME_RUMI_EXIT_QUESTION	Be akarod fejezni a játékot és begyûjteni a jutalmad?\nPontjaid és fennmaradó kártyáid le lesznek nullázva!
MINI_GAME_RUMI_START_QUESTION	A játékhoz %d Yang díjat kell fizetned. Szükséged lesz %d kártyaszettre is.\nEl akarod kezdeni a játékot?
MINI_GAME_YUTNORI_COM_WIN	Néha nyersz, és néha... vesztesz.
MINI_GAME_YUTNORI_PC_WIN	A gyõztes mindent visz!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Pontszám: %d
MINI_GAME_YUTNORI_RETHROW_BUTTON	Dobás
MINI_GAME_YUTNORI_RETHROW_POPUP	Ördögi szerencse! Ismét te dobhatsz.
MINI_GAME_YUTNORI_SCORE_FONT	Tahoma:24b
MINI_GAME_YUTNORI_START_QUESTION	Szükséged van %d Yangra és %d Yut Nori táblára a Yut Nori játék indításához. \n Szeretnél játszani?
MINUTE	p
MISTS_ISLAND_BUFF_MSG_01	Energia +2
MISTS_ISLAND_BUFF_MSG_02	Tárgy dobás esélye +10%
MISTS_ISLAND_BUFF_MSG_03	Erõ, Intelligencia, Életerõ, Ügyesség +3
MISTS_ISLAND_BUFF_MSG_04	Yang dobás esélye +10%
MISTS_ISLAND_BUFF_MSG_05	Öltözék bónusz +3%
MISTS_ISLAND_INFO_01	A szinted túl alacsony.
MISTS_ISLAND_INFO_02	Nincs elegendõ Yang.
MISTS_ISLAND_INFO_03	Jelenleg nincs folyamatban levõ harc.
MISTS_ISLAND_MSG_01	%s megsemmisült %s által!
MISTS_ISLAND_MSG_02	%s elfoglalta: %s!
MISTS_ISLAND_MSG_03	%s megszállta: %s!
MISTS_ISLAND_MSG_04	%s támadja: %s!
MISTS_ISLAND_MSG_05	%s sikeresen fejlesztette a %s-t erre a szintre: %d.
MISTS_ISLAND_MSG_06	%s megjelent a csatamezõn!
MISTS_ISLAND_QUESTION_01	Szeretnéd elhagyni az öt szentély csatáját?
MISTS_ISLAND_QUESTION_02	Szeretnél a legutóbb megtámadott szentélyhez teleportálni? \n Költség: %s Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Megszálló birodalom: %s
MISTS_ISLAND_TOOLTIP_03	Fejlesztési szint: +%d
MISTS_ISLAND_TOOLTIP_04	Megszállási bónusz: %s
MISTS_ISLAND_TOOLTIP_05	Szentélyek meghódítása
MISTS_ISLAND_TOOLTIP_06	1. A szentély elfoglalásához elõbb meg kell semmisíteni azt.
MISTS_ISLAND_TOOLTIP_07	2. Az a birodalom foglalja el a szentélyt, akinek a legtöbb harcosa van a közelben 1 perc leteltével.
MISTS_ISLAND_TOOLTIP_08	3. Ezt követõen 3 perc múlva a szentély megjelenik annak a birodalomnak a színében, aki elfoglalta azt.
MISTS_ISLAND_TOOLTIP_09	4. Minél tovább áll egy szentély egy birodalom irányítása alatt, annál nehezebb lesz elpusztítani.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	tízezer
MONETARY_UNIT2	száz millió
MONEY_INPUT_DIALOG_SELLPRICE	Eladási ára:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Mégse
MOVE_CHANNEL_NOTICE	Beléptél erre a csatornára: %d.
MOVE_CHANNEL_NOT_MOVE	Nem válthatsz csatornát.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Csatornák
MOVE_ITEM_FAILURE_PRIVATE_SHOP	Nem mozdíthatsz el a tárgyakat, amíg a magán boltot nyitva van.
MUSIC_EMPTY_MUSIC_LIST	Nincs háttérzene.
MUSIC_METIN2_DEFAULT_THEMA	Metin2-Alap zene
MUSIC_NOT_SELECT_MUSIC	Nincs zene fájl kiválasztva
NEEFD_REST	Elõször pihenj.
NOT_YET_SUPPORT	Nem támogatott.
OPEN_THE_SPECIAL_ACTION_KIT	A(z) %s hozzá lett adva az érzelmekhez.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Nem aktiválhatod a céh módot, ha nem vagy céhtag.
OPTION_PVPMODE_NOT_SUPPORT	Nem használhatod a PvP-mód beállításait.
OPTION_PVPMODE_PROTECT	Legalább %d szintûnek kell lenned, hogy PvP módot változtathass.
PARTY_ANSWER_TIMEOVER	A meghívás el lett utasítva.
PARTY_BONUS_ATTACKER	Támadó érték: +%d	SA
PARTY_BONUS_BERSERKER	Támadósebesség: +%d	SA
PARTY_BONUS_BUFFER	Készség tartam: +%d	SA
PARTY_BONUS_DEFENDER	Védelem: +%d%%	SA
PARTY_BONUS_EXP	Bónusz EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Max. MP: +%d%%	SA
PARTY_BONUS_TANKER	Max. TP: +%d	SA
PARTY_BREAK_UP	Csoport felbontás
PARTY_DO_YOU_ACCEPT	szeretne csatlakozni a csoportba.
PARTY_DO_YOU_JOIN	meghívott a csoportjába. Elfogadod?
PARTY_EXP_DISTRIBUTION_MODE	EXP elosztás
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Szint függõ
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	A magasabb szintû csoporttagok több EXP-et kapnak.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	egyenletes
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Minden csoporttag azonos mennyiségû EXP-t kap.
PARTY_HEAL_ALL_MEMBER	Mindent újratermelni
PARTY_INCREASE_AREA_150	A csoport hatótávolsága másfélszeresére növelve.	SNA
PARTY_INCREASE_AREA_200	A csoport hatótávolsága kétszeresére növelve.	SNA
PARTY_LEAVE	Csoport elhagyása
PARTY_LONGTIME_BONUS_EXP	Bónusz EXP a hosszú csoport játékért: +%d%%	SA
PARTY_MATCH_CANCEL	A %s csoport keresés meg lett szakítva.
PARTY_MATCH_FAIL_FULL_MEMBER	Nincs több tagnak hely a csoportodban.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Nem jelentkezhetsz erre a kazamatára.
PARTY_MATCH_FAIL_LEVEL	A szinted túl alacsony.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	%s nem felel meg a szükséges követelményeknek.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Kérlek, elõbb válassz kazamatát.
PARTY_MATCH_FAIL_NOT_LEADER	Csak a csoport vezetõje jelentkezhet.
PARTY_MATCH_FAIL_NO_ITEM	Nincs nálad elegendõ %s.
PARTY_MATCH_SEARCHING	Keresés
PARTY_MATCH_START	Jelentkeztél a csoportoddal erre a kazamatára: %s!
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Csoporttag hívása
PARTY_REGEN_BONUS	Bónusz a TP- és MP-regenerálódáshoz: +%d%%	SA
PARTY_REQUEST_DENIED	Elutasították a kérésed.
PARTY_RK_CATEGORY_CZ_CHICKEN	You Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_COW	Chou Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_DOG	Xu Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_DRAGON	Chen Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_HORSE	Wu Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_MONKEY	Shen Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_MOUSE	Zi Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_PIG	Hai Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_RABBIT	Mao Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_SHEEP	Wei Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_SNAKE	Si Õrzõ ranglista
PARTY_RK_CATEGORY_CZ_TIGER	Yin Õrzõ ranglista
PARTY_SET_ATTACKER	Támadónak kinevez.
PARTY_SET_BERSERKER	Dühöngõnek kinevez.
PARTY_SET_BUFFER	Blokkolónak kinevez.
PARTY_SET_DEFENDER	Védõnek kinevez.
PARTY_SET_NORMAL	Beállítások visszaállítása
PARTY_SET_SKILL_MASTER	Készség mesternek kinevez.
PARTY_SET_TANKER	Tõrharcos beállítás.
PARTY_SKILL_ATTACKER	Alap támadóérték támadó +%.0f
PARTY_SKILL_BERSERKER	Támadó érték õrjöngõ +%.0f
PARTY_SKILL_BUFFER	Készség hossz Blokkoló +%.0f
PARTY_SKILL_DEFENDER	Védelem védõként +%.0f
PARTY_SKILL_HP_REGEN	TP regeneráció +%.0f%%
PARTY_SKILL_PARTY_AREA	Csoport hatósugár +%d%%
PARTY_SKILL_SKILL_MASTER	Max. MP készség mesterként +%.0f
PARTY_SKILL_TANKER	Max. TP közelharc +%.0f
PARTY_SKILL_WARP	Csoporttárs hívása lehetséges.
PASSWORD_TITLE	Raktár jelszó
PET_ATTR_CHANGE_DIALOG_TEXT	Szeretnéd most módosítani a házikedvenced tulajdonságait?\nA 'Kedvenc megbûvölõ' tárgy felhasználásra kerül.\nA folyamat lehet sikertelen is.
PET_ATTR_CHANGE_USE	Ez a mûvelet nem végezhetõ el, miközben a kedvenced pontértékeit módosítod.
PET_ATTR_DETERMINE_TYPE1	Kedvenc típus 1: ügyetlen. Nem különösen erõs.\nIdõvel fejlesztheted a készségeit.
PET_ATTR_DETERMINE_TYPE2	Kedvenc típus 2: kíváncsi. Nem különösen erõs.\nEgy hûséges társ, akinek idõvel fejlõdnek a képességei.
PET_ATTR_DETERMINE_TYPE3	Kedvenc típus 3: lelkes. Átlagosan erõs.\nIdõvel fejlesztheted készségeit.
PET_ATTR_DETERMINE_TYPE4	Kedvenc típus 4: bátor. Átlagosan erõs.\nEgy hûséges társ, akinek idõvel fejlõdnek a képességei.
PET_ATTR_DETERMINE_TYPE5	Kedvenc típus 5: vakmerõ. Erõs.\nIdõvel még tovább fejlesztheted készségeit.
PET_ATTR_DETERMINE_TYPE6	Kedvenc típus 6: legendás. Erõs.\nEgy hûséges társ, akinek készségei még tovább fognak fejlõdni idõvel.
PET_ATTR_DETERMINE_TYPE7	Kedvenc típus 7: Mitikus Nagy erõs.\nIdõvel eléri teljes potenciálját.
PET_ATTR_DETERMINE_TYPE8	Kedvenc típus 8: Briliáns Extrém erõs.\nEgy hûséges társ, akire mindig támaszkodhatsz.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	Nem etetheted a kedvenced, amíg a fejlesztési ablak nyitva van.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Nem módosíthatod egy halott kis kedvenc pontértékeit.
PET_CAN_NOT_EGG_ITEM_USE	Nem nyithatod ki Inkubátorod képzés idején, sem amíg raktárad vagy magánboltod nyitva van.
PET_CAN_NOT_FEED_SPLIT_ITEM	Nem helyezhetsz felosztott tárgyakat ebbe az ablakba.
PET_CAN_NOT_FEED_TYPE	Nem etetheted ezzel a kedvenced. Próbálj valami mást.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Házikedvencednek %d szintûnek kell lennie képzéséhez és a fejlõdésének következõ szintjére lépéséhez.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Házikedvencednek 100% tapasztalatának kell lennie képzéséhez és a fejlõdésének következõ szintjére lépéséhez.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Házikedvenced már elérte a legmagasabb fejlõdési szakaszt.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Nem nyithatsz saját boltot, amíg házikedvenced elõ van hívva.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Házikedvencednek %d nap idõsnek kell lennie képzéséhez és a fejlõdésének következõ szintjére lépéséhez.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Nem hívhatod elõ házikedvenced, mert lejárt az ideje.
PET_CAN_NOT_USE_BAG	Nem használhatod a Szállító dobozt, mert már lejárt a házikedvenced ideje.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Kedvencednek nincs készsége, amit vissza lehetne állítani.
PET_HATCHING_ACCEPT	Elõ akarod hívni "%s" házikedvenced?
PET_HATCHING_MONEY	Ár: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Nem végezhetsz semmilyen más interakciót, amíg az Inkubátor nyitva van.
PET_INFORMATION_STAGE1	Fiatal
PET_INFORMATION_STAGE2	Vad
PET_INFORMATION_STAGE3	Szelídített
PET_INFORMATION_STAGE4	Hõsies
PET_INFO_EXP	Jelenlegi tapasztalat:
PET_INFO_ITEM_EXP	Jelenlegi tárgy EXP
PET_INFO_NEXT_EXP	Fennmaradó tapasztalat:
PET_INFO_NEXT_ITEM_EXP	Hátralévõ tárgy EXP
PET_MSG_NOT_ENOUGH_MONEY	Nincs elegendõ Yangod.
PET_NAME_CHANGE_ACCEPT	Meg akarod változtatni kedvenced nevét erre: %s?
PET_NAME_MIN	A megadott név túl rövid.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Nincs felélesztendõ házikedvenc.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Nincs nálad elég anyag.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Elérhetõk készségek.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	A házikedvenc készség(ek) visszaállítása nem lehetséges.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Biztosan folytatod?
PET_SKILL_LEARN_FAIL_CONDITIONS	A kedvenced nem elég idõs vagy még nem érte el a szükséges szintet. Csak a hõsies házikedvencek tanulhatnak készségeket.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Hõsi képzést akarsz kezdeni vele: "%s"?
PET_SKILL_TOOLTIP_DURATION	Idõtartam: %d másodperc
PET_SKILL_TOOLTIP_FEATHER	A házikedvenc %d%% eséllyel aktiválja a Pehelykönnyû lépéseket %.1f másodpercre.\n Támadás %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	Amikor TP-d 20%% alá csökken, van \n %d%% esélyed TP-d növelésére ennyivel: %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Karakterednek %d%% esélye van legyõzhetetlenségre,\n Amikor TP-d 10%% alá csökken. \n Hatás idõtartama: %.1f másodperc.	SAA
PET_SKILL_TOOLTIP_REMOVAL	%d%% esély van azonnal eltávolítani \n minden hatást, mint lassítás, mérgezés vagy vérzés,\n amennyiben karaktered érintett.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Hõsi képzés növelése a következõ szintre?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Ára: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Védekezés
PET_TOOLTIP_HP	TP
PET_TOOLTIP_LEVEL	Szint
PET_TOOLTIP_LIFETIME_OVER	Lejárt
PET_TOOLTIP_SKILL_BONUS_VALUE	hõsi képzésen
PET_TOOLTIP_SKILL_CUR_LEVEL	Szint: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Következõ szint: %d (max. %d)
PET_TOOLTIP_SP	MP
PET_TOOLTIP_TRADABLE	Átadható
PET_TOOLTUP_SKILL	%s (Állapot: %d)
PICK_ITEM_TITLE	Tárgy szám
PICK_MONEY_TITLE	Összeg
PRIVATESHOPSEARCH_ABLITY_POTION	Harmat
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Finom kelme
PRIVATESHOPSEARCH_ARMOR	Felszerelés
PRIVATESHOPSEARCH_ARROW	Nyilak
PRIVATESHOPSEARCH_BELL	Harangok
PRIVATESHOPSEARCH_BELT	Övek
PRIVATESHOPSEARCH_BLEND	Bájitalok
PRIVATESHOPSEARCH_BLOOD_PEARL	Vérvörös gyöngy
PRIVATESHOPSEARCH_BLUE_PEARL	Kék gyöngy
PRIVATESHOPSEARCH_BODY	Vértek
PRIVATESHOPSEARCH_BOW	Íjak
PRIVATESHOPSEARCH_BUYTIME	Meg akarod venni a kiválasztott tárgyat?
PRIVATESHOPSEARCH_CLAW	Karmok
PRIVATESHOPSEARCH_CLEAR_POTION	Elixírek
PRIVATESHOPSEARCH_COSTUME	Öltözékek
PRIVATESHOPSEARCH_COSTUMEBODY	Öltözék
PRIVATESHOPSEARCH_COSTUMEHAIR	Frizura
PRIVATESHOPSEARCH_COSTUME_ACCE	Vállpántok
PRIVATESHOPSEARCH_COSTUME_MOUNT	Hátas
PRIVATESHOPSEARCH_CRYSTAL	Kristály
PRIVATESHOPSEARCH_DAGGER	Tõrök
PRIVATESHOPSEARCH_DEAD	Halott
PRIVATESHOPSEARCH_DETACHMENT	Kõ kézikönyv
PRIVATESHOPSEARCH_DIAMOND	Gyémánt
PRIVATESHOPSEARCH_DS	Sárkánykõ-alkímia
PRIVATESHOPSEARCH_DS_BLACK	Ónix
PRIVATESHOPSEARCH_DS_BLUE	Zafír
PRIVATESHOPSEARCH_DS_GREEN	Jáde
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Gyémánt
PRIVATESHOPSEARCH_DS_YELLOW	Gránát
PRIVATESHOPSEARCH_EAR	Fülbevalók
PRIVATESHOPSEARCH_FAN	Legyezõk
PRIVATESHOPSEARCH_FISH	Halak
PRIVATESHOPSEARCH_FOOTS	Lábbelik
PRIVATESHOPSEARCH_GEM	Drágakövek
PRIVATESHOPSEARCH_GIFTBOX	Ajándékdobozok
PRIVATESHOPSEARCH_HEAD	Sisakok
PRIVATESHOPSEARCH_LIVE	Élõ
PRIVATESHOPSEARCH_MATERIAL	Anyagok
PRIVATESHOPSEARCH_METIN	Szellemkövek
PRIVATESHOPSEARCH_NECK	Nyakláncok
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nem tudsz tárgyakat vásárolni a megfelelõ csomó nélkül.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nem tudsz tárgyakat keresni a megfelelõ csomó nélkül.
PRIVATESHOPSEARCH_NODELAY_POTION	TP-tárgyak
PRIVATESHOPSEARCH_ORE	Érc
PRIVATESHOPSEARCH_PET	Házikedvenc-rendszer
PRIVATESHOPSEARCH_PETAGG	Házikedvenc tojások
PRIVATESHOPSEARCH_PETSKILLBOOK	Házikedvenc készségkönyvek
PRIVATESHOPSEARCH_PICK	Csákányok
PRIVATESHOPSEARCH_POTION	Bájitalok
PRIVATESHOPSEARCH_QUEST	Küldetés
PRIVATESHOPSEARCH_QUIVER	Tegezek
PRIVATESHOPSEARCH_RESOURCE	Tárgy feljavítás
PRIVATESHOPSEARCH_ROD	Horgászbotok
PRIVATESHOPSEARCH_SELECTITEM	Kiválasztott tárgy
PRIVATESHOPSEARCH_SHIELD	Pajzsok
PRIVATESHOPSEARCH_SKILLBOOK	Készségkönyvek
PRIVATESHOPSEARCH_SKILLFORGET	Feledés könyve
PRIVATESHOPSEARCH_SPECIAL	Egyebek
PRIVATESHOPSEARCH_STONE	Energia-töredékek
PRIVATESHOPSEARCH_SWORD	Egykezes kardok
PRIVATESHOPSEARCH_TREASUREBOX	Ládák
PRIVATESHOPSEARCH_TUNING	Tekercsek
PRIVATESHOPSEARCH_TWOSWORD	Kétkezes kardok
PRIVATESHOPSEARCH_UNIQUE	Egyedi
PRIVATESHOPSEARCH_USEITEM	Kellékek
PRIVATESHOPSEARCH_USESPECIAL	Egyebek
PRIVATESHOPSEARCH_WEAPON	Fegyverek
PRIVATESHOPSEARCH_WHITE_PEARL	Fehér gyöngy
PRIVATESHOPSEARCH_WRIST	Karkötõk
PRIVATE_SHOP_CANNOT_SELL_ITEM	Ezt a tárgyat nem adhatod el magán boltban.
PRIVATE_SHOP_CLOSE_QUESTION	Szeretnéd bezárni a magán boltod?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	A magánbolt neve
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Ár
PVP_LEVEL0	Lovagias
PVP_LEVEL1	Nemes
PVP_LEVEL2	Jó
PVP_LEVEL3	Barátságos
PVP_LEVEL4	Semleges
PVP_LEVEL5	Agresszív
PVP_LEVEL6	Álnok
PVP_LEVEL7	Alattomos
PVP_LEVEL8	Kegyetlen
PVP_MODE_GUILD	PvP - Céh aktiválva.
PVP_MODE_KILL	PvP - Szabad aktiválva
PVP_MODE_NORMAL	PvP - Béke aktiválva
PVP_MODE_PROTECT	PvP - Védelem aktiválva
PVP_MODE_REVENGE	PvP - Ellenséges aktiválva
PVP_OPTION_KILL	Szabad
PVP_OPTION_NORMAL	Béke
PVP_OPTION_PROTECT	Védelem
PVP_OPTION_REVENGE	Ellenséges
PVP_TOURNAMENT_DO_NOT_AUTO	Nem használhatod az automatikus támadást a PvP bajnokságon.
QUEST_APPEND	Új feladat érkezett.
QUEST_HOUR	Óra
QUEST_MIN	perc
QUEST_SEC	másodperc
QUEST_TIMEOVER	Idõ lejárt
QUEST_UNLIMITED_TIME	Nincs idõkorlát
QUEST_ZEROSEC	0 mp.
QUICKSLOT_REGISTER_DISABLE_ITEM	Ez a tárgy nem adható a gyors elérésû mezõhöz.
RANKING	Helyezés
RANKING_BOARD_MEMBER	Tagok
RECEIVE_MESSAGE	%s üzenetet küldött neked.
REFINE_COST	Javítási költségek: %d Yang
REFINE_DESTROY_WARNING	A tárgy megsérülhet a fejlesztés során.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Valóban fejleszteni akarod ezt a tárgyat?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Ha nem sikerül, a tárgy megsemmisül. Szeretnéd folytatni?
REFINE_DOWN_GRADE_WARNING	A tárgy a javítás közben elromolhat.
REFINE_DO_YOU_SEPARATE_METIN	Szeretnéd eltávolítani a Szellemkövet?
REFINE_ELEMENT_CHANGE_TEXT	%s mostantól a %s elemmel rendelkezik.
