NPC_SEARCH	Npc Search
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d needed	
TOOLTIP_RESIST_BOW	Arrow Defence %d%%	SA
TOOLTIP_RESIST_DARK	Resistance against darkness +%d%%	SA
TOOLTIP_RESIST_EARTH	Earth resistance +%d%%	SA
TOOLTIP_RESIST_ELEC	Lightning Resistance +%d%%	SA
TOOLTIP_RESIST_FIRE	Fire Resistance +%d%%	SA
TOOLTIP_RESIST_ICE	Ice resistance +%d%%	SA
TOOLTIP_RESIST_MAGIC	Magic Resistance +%d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Magic penetration of %d%%	SA
TOOLTIP_REST_USABLE_COUNT	Left: %d	
TOOLTIP_SEALED	Soulbound
TOOLTIP_SEASON_PVE_BUFF	Increases PvE damage by 40% for 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Increases rank points by 20% for 10 min.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2nd bonus +%d%%	SA
TOOLTIP_SELLPRICE	Price: %s	
TOOLTIP_SET_ITEM	Set Bonus	SNA
TOOLTIP_SHAMAN	Shaman	
TOOLTIP_SHIELD	Shield	
TOOLTIP_SHOES	Shoes	
TOOLTIP_SKILL	Skills	SNA
TOOLTIP_SKILLBOOK_NAME	Skill Book	
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Attack Value: +	
TOOLTIP_SKILL_AFFECT_ATT_POWER	Attack Value:	
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Attack Speed: +	
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Defence:	
TOOLTIP_SKILL_AFFECT_DODGE	Opponent Attack Value: -	
TOOLTIP_SKILL_AFFECT_HEAL	Restore HP:	
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Movement Speed: +	
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Chance to reflect close combat attack:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistance against Body Damage:	
TOOLTIP_SKILL_COOL_TIME	Recharge: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Ambush Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Flying Talisman Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Skill Damage %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% skill damage against bosses	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Summon Lightning Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Lightning Claw Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Rolling Dagger Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Shred Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Sword Strike Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Spirit Strike (W) Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Poison Arrow Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Wolf Pounce Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Fast Attack Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Bash Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Fire Arrow Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Flame Strike Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Arrow Shower Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Dark Orb Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Dark Strike Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Lightning Throw Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Dispel Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Dragon's Roar Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Sword Spin Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Wolf Claw Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Wolf's Breath Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Three-Way Cut Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Poisonous Cloud Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Finger Strike Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Dash Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Repetitive Shot Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Shooting Dragon Damage +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Dragon Swirl Damage +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistance against Skill Damage %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% skill damage from bosses	SA
TOOLTIP_SKILL_DURATION	Duration: %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Stealth Duration +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Aura of the Sword Duration +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Feather Walk Duration +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Crimson Wolf Soul Duration +%d sec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Book of Forgetfulness	
TOOLTIP_SKILL_LEVEL	Current Level: %d	
TOOLTIP_SKILL_LEVEL_MASTER	Current Level: %d (Master)	
TOOLTIP_SKILL_LEVEL_WITH_MAX	Current Level: %d (Max. %d)	
TOOLTIP_SOCKET_EMPTY	Empty	
TOOLTIP_SOCKET_REFINABLE_ITEM	[Item with Socket]
TOOLTIP_SP_REGEN	SP Regeneration +%d%%	SA
TOOLTIP_STR	Strength +%d	SA
TOOLTIP_SURA	Sura	
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3rd bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Time charging %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Time charging %d%%	SA
TOOLTIP_UNIQUE	Unique	
TOOLTIP_UNSEAL_LEFT_TIME	Removing soulbind in: %d hrs. %d mins.
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbs %d%% HP with Ambush	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Flying Talisman Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Flying Talisman Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorb up to %d%% HP with Summon Lightning	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorbs %d%% HP with Lightning Claw	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	%d%% stun chance with Rolling Dagger	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Increased chance of critical attacks for %d sec. with Shred	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absorbs %d%% HP with Shred	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Increased casting speed for %d sec. with Indigo Wolf Soul	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Increased movement speed for %d sec. with Indigo Wolf Soul	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Increased casting speed for %d sec. with Strong Body	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Sword Strike Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Sword Strike Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Attack bonus for %d sec. with Dragon's Aid	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	%d%% stun chance with Spirit Strike (W)	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Attack bonus for %d sec. with Poison Arrow	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Attack bonus for %d sec. with Life Force	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	%d%% knockback chance with Wolf Pounce	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	%d%% stun chance with Wolf Pounce	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Fast Attack Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Fast Attack Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Defence bonus for %d sec. with Enchanted Blade	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	%d%% knockback chance with Bash	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Defence bonus for %d sec. with Blessing	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	%d%% knockback chance with Flame Strike	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Defence bonus for %d sec. with Crimson Wolf Soul	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Attack bonus for %d sec. with Cure	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Defence bonus for %d sec. with Attack Up	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	%d%% knockback chance with Arrow Shower	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Arrow Shower Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Arrow Shower Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	%d%% stun chance with Dark Orb	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Increased casting speed for %d sec. with Dark Protection	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Dark Strike Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Dark Strike Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Attack bonus for %d sec. with Flame Spirit	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Attack bonus for %d sec. with Sword Orb	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Lightning Throw Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Lightning Throw Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	%d%% stun chance with Dispel	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Absorbs %d%% HP with Dragon's Roar	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Absorbs %d%% HP with Sword Spin	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Wolf Claw Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Wolf Claw Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Absorbs %d%% SP with Wolf Claw	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Wolf's Breath Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Wolf's Breath Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Three-Way Cut Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Three-Way Cut Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	%d%% stun chance with Three-Way Cut	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Attack bonus for %d sec. with Poisonous Cloud	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	%d%% knockback chance with Insidious Poison	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	%d%% knockback chance with Finger Strike	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Attack bonus for %d sec. with Fear	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Absorbs %d%% HP with Spirit Strike (S)	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Absorbs %d%% HP with Repetitive Shot	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Absorbs %d%% HP with Shooting Dragon	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Dragon Swirl Cooldown: -%d sec. with 10%% chance	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Dragon Swirl Cooldown: -%d sec. with 20%% chance	SA
TOOLTIP_WARRIOR	Warrior	
TOOLTIP_WEAPON	Weapon	
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Wristlet	
UI_ACCEPT	Accept	
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Cancel	
UI_CLOSE	Close	
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Decline	
UI_ITEM	Item	
UI_LEFT_TIME	Remaining Time: %d Sec.	
UI_NEXT	Continue	
UI_NEXTPAGE	Next
UI_NOCONTENTS	No Content	
UI_NONAME	No Name	
UI_OK	OK	
UI_POS_UNKNOWN	Unknown Place	
UI_PREVPAGE	Back
UI_UNKNOWN	Unknown	
UNLIMIT_ENTER_CZ_QUESTION	You may enter the Zodiac Temple for %d min. Do you want to use it?
UPDATE_TIME	Date
UPLOAD_MARK_CHECK_NEED_RECONNECT	The upload has to be started again.	
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	The upload has to be started again.	
USE_ITEM_BUTTON_01	Cancel
USE_ITEM_BUTTON_02	Enter
USE_ITEM_FAILURE_PRIVATE_SHOP	You cannot use items while you have a private shop open.
USE_ITEM_POPUP_01	The Battle of the Five Shrines is over. \n Next battle:
USE_ITEM_QUESTION_01	Do you want to join in the Battle of the Five Shrines?
USE_ITEM_QUESTION_02	Do you want to return to where you died?\nThis costs %s Yang.
USE_ITEM_QUESTION_03	You will be teleported to a random location. Do you want to enter?
USE_SKILL_ERROR_UNKNOWN	Unknown Skill Error: %s	
NEW_DETAILS_1	Resistance to Half Humans
NEW_DETAILS_1_TOOLTIP	Resistance to Half Humans: Resists damage inflicted by Half Humans.
NEW_DETAILS_2	Talisman Defense
NEW_DETAILS_2_TOOLTIP	Talisman Defense: Resists bonus talismans.
NEW_DETAILS_5	Strong vs Zodiac monster
NEW_DETAILS_5_TOOLTIP	Strong vs Zodiac monster: inflicts massive damage on Zodiac monsters.
NEW_DETAILS_6	Strong vs Metin
NEW_DETAILS_6_TOOLTIP	Strong vs Metin: inflicts massive damage to Metin.
NEW_DETAILS_7	Strong vs Boss
NEW_DETAILS_7_TOOLTIP	Strong vs Boss: inflicts massive damage to Bosses.
NEW_DETAILS_8	Resistance to Monsters
NEW_DETAILS_8_TOOLTIP	Resistance to Monsters: Resists damage inflicted by monsters.
NEW_DETAILS_9	Possibility of Critical Hits (PVM)
NEW_DETAILS_10	Interruption of Sword Defense
NEW_DETAILS_10_TOOLTIP	Interruption of Sword Defense: reduces the damage taken by Sword.
NEW_DETAILS_11	Interruption of Two-Handed Defense
NEW_DETAILS_11_TOOLTIP	Interruption of Two-Handed Defense: reduces the damage taken by  Two-Handed.
NEW_DETAILS_12	Interruption of Dagger Defense
NEW_DETAILS_12_TOOLTIP	Interruption of Dagger Defense: reduces the damage taken by  Dagger.
NEW_DETAILS_13	Interruption of Arrow Defense
NEW_DETAILS_13_TOOLTIP	Interruption of Arrow Defense: reduces the damage taken by  Arrow.
NEW_DETAILS_14	Interruption of Fan Defense
NEW_DETAILS_14_TOOLTIP	Interruption of Fan Defense: reduces the damage taken by  Fan.
NEW_DETAILS_15	Interruption of Bell Defense
NEW_DETAILS_15_TOOLTIP	Interruption of Bell Defense: reduces the damage taken by  Bell.
NEW_DETAILS_16	Strong vs Rune monster
NEW_DETAILS_16_TOOLTIP	Strong vs Rune monster: inflicts massive damage on Rune monsters.
NEW_DETAILS_17	Attack Value
NEW_DETAILS_17_TOOLTIP	Attack Value
PET_MISSING1_1	Young
PET_MISSING1_2	Wild
PET_MISSING1_3	Brave
PET_MISSING1_4	Heroic
COOLDOWN_IN_PROGRESS	You need to wait!
PERMANENT_EFFECT	Permanent
TARGET_INFO_RACE_RUNE	Rune
CUBE_LOSE_BONUSES_ALERT	By continuing you will lose the item bonuses, are you sure?
ACCE_FAILURE_CLEAN	No bonuses can be removed.
ACCE_DO_YOU_CLEAN	Do you want to remove all available bonuses?
ACCE_REFINE_COST	Absorption price: %s
ACCE_ABSORB_CHANCE	Absorption rate: %d%%
ACCE_ABSORB_CHANCE2	Absorption rate: %d%% ~ %d%%
MAP_SAVEPOINT_NAME_0	Unknown
MAP_SAVEPOINT_NAME_214	Villages
MAP_SAVEPOINT_NAME_70	Troll Valley
MAP_SAVEPOINT_NAME_69	Serpi Field
MAP_SAVEPOINT_NAME_72	Grotto of Exile 1
MAP_SAVEPOINT_NAME_73	Grotto of Exile 2
MAP_SAVEPOINT_NAME_67	Lungsam
MAP_SAVEPOINT_NAME_68	Red Forest
MAP_SAVEPOINT_NAME_64	Valley of Seungryong
MAP_SAVEPOINT_NAME_65	Hwang Temple
MAP_SAVEPOINT_NAME_62	Doyyumhwaji
MAP_SAVEPOINT_NAME_104	Underground 1
MAP_SAVEPOINT_NAME_71	Underground 2
MAP_SAVEPOINT_NAME_217	Underground 3
MAP_SAVEPOINT_NAME_219	Normal Lobby
MAP_SAVEPOINT_NAME_215	Special Lobby
MAP_SAVEPOINT_NAME_61	Sohan Mount
MAP_SAVEPOINT_NAME_63	Yongbi Desert
MAP_SAVEPOINT_NAME_303	Nephrite Bay
MAP_SAVEPOINT_NAME_304	Thunder Mountains
MAP_SAVEPOINT_NAME_302	Guatama Cliff
MAP_SAVEPOINT_NAME_301	Cape Dragon Fire
MAP_SAVEPOINT_NAME_210	Undergrowth
SAVEPOINT_TELEPORTDIALOG	Do you want to teleport to this location?
SAVEPOINT_EMPTYITDIALOG	Do you want to restore this slot?
SAVEPOINT_SAVEDIALOG	Do you want to save this position?
SAVEPOINT_EMPTY	[ Empty ]
SAVEPOINT_SAVE	Save
SAVEPOINT_EMPTYIT	Empty
SAVEPOINT_GO	Teleport
ATLASINFO_QUESTIONDIALOG1	Do you want teleport to %s?
ATLASINFO_QUESTIONDIALOG2	Price: 10.000.000 Yang
WIKI_SUBCATEGORY_SUPPORT	SUPPORT
WIKI_CATEGORY_COMPANY	COMPANY
WIKI_SUBCATEGORY_FASTKEY	FAST KEY
WIKI_SUBCATEGORY_RUNES	RUNE
WIKI_SUBCATEGORY_D_ORCMAZE	ORC MAZE
WIKI_SUBCATEGORY_D_MELMA	SLIME DUNGEON
WIKI_SUBCATEGORY_D_ARACNIDI	SPIDER BARONESS
WIKI_SUBCATEGORY_D_DEVILSTOWER	DEMON'S TOWER
WIKI_SUBCATEGORY_D_RUNE	RUNE DUNGEON
WIKI_SUBCATEGORY_D_CATACOMBE	DEVIL'S CATACOMB
WIKI_SUBCATEGORY_D_BERAN	BERAN
WIKI_SUBCATEGORY_D_MELEY	MELEY'S SHELTER
WIKI_SUBCATEGORY_D_NEMERE	NEMERE'S WATCHTOWER
WIKI_SUBCATEGORY_D_RAZADOR	RED DRAGON'S TOWER FORTRESS
WIKI_SUBCATEGORY_D_OCHAO	OCHAO'S TEMPLE
WIKI_SUBCATEGORY_D_JOTUN	JOTUN THRYM'S ROOM
WIKI_SUBCATEGORY_D_NAVE	SHIP DEFENSE
WIKI_SUBCATEGORY_D_PIRAMIDE	TUTANKHAMUN'S PIRAMID
MASK_HP	HP: %s / %s
WIKI_SUBCATEGORY_EARRINGS	EARRINGS
WIKI_SUBCATEGORY_BRACELET	BRACELET
WIKI_SUBCATEGORY_NECKLACE	NECKLACE
WIKI_SUBCATEGORY_SHOES	SHOES
WIKI_CATEGORY_CHESTS	CHESTS
WIKI_SUBCATEGORY_CHESTS	OF BOSS
WIKI_SUBCATEGORY_DUNGEONS	OF DUNGEONS
WIKI_SUBCATEGORY_EVENT_CHESTS	OF EVENTS
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	ALTERNATIVE
WIKI_CATEGORY_BOSSES	BOSS
WIKI_SUBCATEGORY_LV1_75	LV 1-75
WIKI_SUBCATEGORY_LV76_100	LV 76-100
WIKI_SUBCATEGORY_LV100	LV 100+
WIKI_CATEGORY_MONSTERS	MONSTERS
WIKI_CATEGORY_METINSTONES	METIN STONES
WIKI_CATEGORY_SYSTEMS	SYSTEMS
WIKI_SUBCATEGORY_REACTION_EVENT	Reaction Event
WIKI_SUBCATEGORY_SHAMY	SUPPORTO SHAMY
WIKI_SUBCATEGORY_DRAGONALCHEMY	ALCHEMY
WIKI_SUBCATEGORY_SHOULDER_SASH	SASH
WIKI_SUBCATEGORY_EPIC_SYSTEM	EPIC SYSTEM
WIKI_SUBCATEGORY_COSTUME_SASH	COSTUME SASH
WIKI_SUBCATEGORY_COSTUMES	COSTUMES
WIKI_SUBCATEGORY_BATTLEPASS	BATTLE PASS
WIKI_SUBCATEGORY_BOOST	BOOST SKILL
WIKI_SUBCATEGORY_PASSIVE	PASSIVE SKILL
WIKI_SUBCATEGORY_BIOLOGIST	BIOLOGIST
WIKI_SUBCATEGORY_ANTIFARM	ANTI-FARM
WIKI_SUBCATEGORY_FREEZE	BONUS FREEZE
WIKI_SUBCATEGORY_GAYA	GAYA
WIKI_SUBCATEGORY_GUILD	GUILD
WIKI_SUBCATEGORY_OFFLINESHOP	OFFLINE SHOP
WIKI_SUBCATEGORY_SKILL_COLOR	SKILL COLOR
WIKI_CATEGORY_DUNGEONS	DUNGEONS
WIKI_SUBCATEGORY_HAIRSTYLES	HAIRSTYLES
WIKI_SUBCATEGORY_PET	PET
WIKI_SUBCATEGORY_PET_COSTUMES	PET COSTUMES
WIKI_SUBCATEGORY_ANIME	ANIME
WIKI_SUBCATEGORY_MOUNT	MOUNT
WIKI_SUBCATEGORY_MOUNT_COSTUMES	MOUNT COSTUMES
WIKI_CATEGORY_COSTUMES	COSTUMES
WIKI_CATEGORY_EVENTS	EVENTS
WIKI_CATEGORY_GUIDES	GUIDES
WIKI_REFINEINFO_YANG_COSTS	Yang costs
WIKI_REFINEINFO_UPGRADE_COSTS	Upgrade costs
WIKI_REFINEINFO_ITEM_LEVEL	Lv %i
WIKI_CHESTINFO_ORIGIN	Origin
WIKI_CHESTINFO_CONTENTOF	Content of %s
WIKI_CHESTINFO_COMMON_DROP	Common drop
WIKI_MONSTERINFO_DROPLISTOF	Drop list of %s
WIKI_MONSTERINFO_LEVEL	Lv: %i
WIKI_MONSTERINFO_IMMUNE_TO	Immune to: %s
WIKI_MONSTERINFO_DMG_HP	Min Dmg%s | Max dmg.:%s | Max HP: %s
WIKI_MONSTERINFO_GOLD_EXP	Yang min.: %s | Yang max.: %s | EXP: %s
WIKI_MONSTERINFO_RESISTANCES	Resistances:
WIKI_MONSTERINFO_IMMUNE_NOTHING	nothing
WIKI_MONSTERINFO_STATISTICSOF	statistics of %s
WIKI_ITEMINFO_OPTAINEDFROM	Available at
WIKI_ITEMINFO_REFINEINFO	Refine info of %s
WIKI_TITLENAME	Wiki
WIKI_SUBCATEGORY_BELTS	BELTS
WIKI_SUBCATEGORY_TALISMANS	TALISMANS
WIKI_SUBCATEGORY_STOLE	STOLE
WIKI_SUBCATEGORY_STOLE_COSTUMES	STOLE COSTUMES
WIKI_SUBCATEGORY_WEAPONS_EFFECT	WEAPONS EFFECT
WIKI_SUBCATEGORY_ARMORS_EFFECT	ARMORS EFFECT
WIKI_SUBCATEGORY_TRANSLATE	TRANSLATE
WIKI_SUBCATEGORY_LV76_105	LV. 76-105
WIKI_SUBCATEGORY_SHIELD	SHIELD
WIKI_SUBCATEGORY_HELMET	HELMET
WIKI_SUBCATEGORY_ARMOR	ARMOR
WIKI_SUBCATEGORY_WEAPONS	WEAPON
WIKI_CATEGORY_EQUIPEMENT	EQUIPMENT
WIKI_SEARCH_OVERLAY_TEXT	SEARCH
WIKI_EXACT_SEARCH_TEXT	Exact search
WIKI_MONSTERINFO_DAMAGE	Damage: %s-%s
WIKI_MONSTERINFO_DEFENSE	Defense: %s
WIKI_MONSTERINFO_EXP	Exp: %s
WIKI_MONSTERINFO_MAINRACE	Race: %s
WIKI_MONSTERINFO_MAX_HP	Max HP: %s
WIKI_MONSTERINFO_NO_RACE	No
WIKI_MONSTERINFO_RACE_ANIMAL	Animal
WIKI_MONSTERINFO_RACE_UNDEAD	Undead
WIKI_MONSTERINFO_RACE_DEVIL	Devil
WIKI_MONSTERINFO_RACE_HUMAN	Half-Human
WIKI_MONSTERINFO_RACE_ORC	Orc
WIKI_MONSTERINFO_RACE_MILGYO	Mystics
WIKI_MONSTERINFO_RACE_TREE	Tree
WIKI_MONSTERINFO_RACE_ELEC	Lightning 
WIKI_MONSTERINFO_RACE_FIRE	Fire
WIKI_MONSTERINFO_RACE_ICE	Ice
WIKI_MONSTERINFO_RACE_WIND	Wind
WIKI_MONSTERINFO_RACE_EARTH	Earth
WIKI_MONSTERINFO_RACE_DARK	Dark
WIKI_MONSTERINFO_RACE_METIN	Metin Stone
WIKI_MONSTERINFO_STONE_NAME	Spiritual Stone
WIKI_MONSTERINFO_SUBRACE	Sub-race: %s
WIKI_MONSTERINFO_IMMUNE_STUN	Stun
WIKI_MONSTERINFO_IMMUNE_SLOW	Slow
WIKI_MONSTERINFO_IMMUNE_CURSE	Curse
WIKI_MONSTERINFO_IMMUNE_POISON	Poison
WIKI_MONSTERINFO_IMMUNE_TERROR	Terror
IDRA_TEXT1	Kill the Hydra
IDRA_TEXT2	Destroy the treasure
IDRA_TEXT3	Hold on for %d : %d
IDRA_TEXT4	Destroy the eggs
IDRA_TEXT5	Wait %d : %d
IDRA_TEXT6	Repair the three
IDRA_TEXT7	You freed the ship
IDRA_TEXT8	Kill the Queen
IDRA_TEXT9	-:-
IDRA_TEXT10	%d
SUPPORTINCUBATRICE_DIALOG1	The name entered is incorrect!
GAMEMOD_DIALOG1	Young
GAMEMOD_DIALOG2	Wild
GAMEMOD_DIALOG3	Brave
GAMEMOD_DIALOG4	Heroic
GAMEMOD_DIALOG5	%s (g) e %s (o)
WHISPERMANAGER_DIALOG1	English
WHISPERMANAGER_DIALOG2	Romanian
WHISPERMANAGER_DIALOG3	Italian
WHISPERMANAGER_DIALOG4	Turkish
WHISPERMANAGER_DIALOG5	German
