NPC_SEARCH	Pesquisa NPC
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_STONE	+%d%% Forte contra Pedras Metin	SA
TOOLTIP_ATT_GRADE	Valor de Ataque: +%d	SA
TOOLTIP_ATT_SPEED	Rapidez de Ataque: +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Rapidez de Ataque reduzida	SNA
TOOLTIP_AUTO_POTION_HP	Elixir do Sol
TOOLTIP_AUTO_POTION_REST	Restante: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elixir da Lua
TOOLTIP_AUTO_POTION_USING	Activo
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Auto-Caça	SNA
TOOLTIP_BATTLE_POTION	Poção de Batalha de Zona de Combate	SNA
TOOLTIP_BOW_DISTANCE	Alcance do Arco: +%dm	SA
TOOLTIP_BUYPRICE	%s
TOOLTIP_CAST_SPEED	Rapidez de Feitiço: +%d%%	SA
TOOLTIP_CON	Vitalidade +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bónus de disfarce %d%%	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorve %d%% do dano como VD	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorve %d%% do dano como MN	SA
TOOLTIP_DEF_GRADE	Defesa: +%d	SA
TOOLTIP_DEX	Destreza +%d	SA
TOOLTIP_DS_SET	Efeito de Conjunto APD	SNA
TOOLTIP_EAR	Brinco
TOOLTIP_ENERGY	Energia %d	SA
TOOLTIP_ETC	E assim por diante
TOOLTIP_EXP_BONUS_EVENT	EXP: +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5º bónus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1º bónus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Pontos %d / %d
TOOLTIP_FISHINGROD_LEVEL	Nível: %d
TOOLTIP_FISHINGROD_UPGRADE1	Entrega ao Pescador
TOOLTIP_FISHINGROD_UPGRADE2	para conseguir uma
TOOLTIP_FISHINGROD_UPGRADE3	Cana de Pesca melhorada.
TOOLTIP_FISH_LEN	Comprimento: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4º bónus +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Aceleração +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Bênção do Deus Dragão +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Sangue do Deus Dragão +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Fúria do Deus Dragão +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Assistência de Invocação: +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Armadura Sagrada +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% queda de itens | +10% Forte contra Monstros	SNA
TOOLTIP_HELMET	Capacete
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Ganha Poder das Trevas por %ds em combate	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Ganha Poder da Terra por %ds em combate	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Ganha Poder dos Raios por %ds em combate	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Ganha Poder do Fogo por %ds em combate	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Ganha Poder do Gelo por %ds em combate	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Ganha Poder do Vento por %ds em combate	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Ganha Res. a Trevas por %ds em combate	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Ganha Res. a Terra por %ds em combate	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Ganha Res. a Relâmpagos por %ds em combate	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Ganha Res. a Fogo por %ds em combate	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Ganha Res. a Gelo por %ds em combate	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Ganha Res. a Vento por %ds em combate	SA
TOOLTIP_HP_REGEN	Regeneração de VD: +%d%%	SA
TOOLTIP_INT	Inteligência: +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valor de Ataque: %d
TOOLTIP_ITEM_ATT_POWER	Valor de Ataque: %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valor de Ataque: %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valor de Ataque: %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Rapidez de Ataque: %s
TOOLTIP_ITEM_DEF_GRADE	Defesa: %d
TOOLTIP_ITEM_FAST	Rápido
TOOLTIP_ITEM_LIMIT_CON	Limite máximo de Vitalidade: %d
TOOLTIP_ITEM_LIMIT_DEX	Limite máximo de Destreza: %d
TOOLTIP_ITEM_LIMIT_INT	Limite máximo de Inteligência: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Nível Mínimo: %d
TOOLTIP_ITEM_LIMIT_STR	Limite máximo de Força: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valor de Ataque Mágico: %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valor de Ataque Mágico: %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Defesa vs Magias: %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Lento
TOOLTIP_ITEM_VERY_FAST	Muito Rápido
TOOLTIP_ITEM_VERY_SLOW	Muito Lento
TOOLTIP_ITEM_WEARABLE_JOB	[ Equipável ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Número da Sorte: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Ataque Mágico +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valor de Ataque Mágico: +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Defesa vs Magias: +%d	SA
TOOLTIP_MALL_AUTOLOOT	Mão que apanha automaticamente o Yang caído.	SNA
TOOLTIP_MALL_DEFBONUS	Defesa: +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Defesa	SNA
TOOLTIP_MALL_EXPBONUS	EXP: +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	EXP Bónus iCafe: +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	Mais 50% de Experiência.	SNA
TOOLTIP_MALL_FISH_MIND	Dobro da probabilidade de apanhar Peixes Raros.	SNA
TOOLTIP_MALL_GOLDBONUS	Probabilidade de Queda de Yang aumentada em %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Probabilidade de Queda de Yang a Duplicar	SNA
TOOLTIP_MALL_ITEMBONUS	Probabilidade de Queda de Itens aumentada em %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Probabilidade de Pilhar itens + %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Probabilidade de Queda de Itens aumentada em 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Pontos de Amor aumentam mais rapidamente.	SNA
TOOLTIP_MALL_SAFEBOX	O teu Armazém recebe mais 2 espaços de arrumação.	SNA
TOOLTIP_MAX_HP	Máx. VD: +%d	SA
TOOLTIP_MAX_HP_PCT	Máx. VD: +%d%%	SA
TOOLTIP_MAX_SP	Máx. MN: +%d	SA
TOOLTIP_MAX_SP_PCT	Máx. MN: +%d%%	SA
TOOLTIP_MAX_STAMINA	Máx. Resistência: +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Dano recebido reduzido em %d%% se tens +90%% VD	SA
TOOLTIP_MOV_SPEED	Rapidez de Movimento %d%%	SA
TOOLTIP_NECK	Colar
TOOLTIP_NEED_ALL_SP	MN necessário: Máx.
TOOLTIP_NEED_GSP	Dragões Fantasma necessários: %d
TOOLTIP_NEED_HP	VD necessário: %d
TOOLTIP_NEED_HP_PER_SEC	VD / Seg.: %d
TOOLTIP_NEED_SKILL_POINT	Pontos de Habilidade necessários:
TOOLTIP_NEED_SP	MN necessário: %d
TOOLTIP_NEED_SP_PER_SEC	MN / Seg.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Próximo Nível: %d (Máx. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Próximo Nível: %d (Máx. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% prob. bloquear dano de ataques	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Dano Médio: %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% dano de ataque contra bosses	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Resistência a Dano Médio: %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% dano de ataque de bosses	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Mais de %d Membros do Grupo.
TOOLTIP_PARTY_INFO_GRADE_UP2	Nível de Ataque: +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Nível de Defesa: +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Restaura o VD/MN de todos os membros do Grupo a cada 60 minutos.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Restaura o VD/MN de todos os membros do Grupo a cada 30 minutos.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Tens de esperar 3 minutos depois da morte de um membro do Grupo.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Podes chamar membros do Grupo que estejam no mesmo Servidor a qualquer altura.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Nível de Ataque +(Número de membros do grupo./2) Atacante %d pode ser escolhido.
TOOLTIP_PARTY_INFO_SET_TANKER	Nível de Defesa +(Número de membros do Grupo) pode ser escolhido 1 Lutador de Curta Distância.
TOOLTIP_PARTY_SKILL_LEVEL	Nível Actual: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Ataque/Defesa aumentada]
TOOLTIP_PARTY_TITLE_HEAL	[restaurar]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Quando tens mais de %d membros no Grupo obtens %d%% EXP bónus.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[EXP Bónus]
TOOLTIP_PARTY_TITLE_RECALL	[Chamar]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Constituir Atacante]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Constituir Lutador de Curta Distância]
TOOLTIP_PEPSI_EVENT	Bónus de 5% EXP e 5% maior probabilidade de pilhar itens.	SNA
TOOLTIP_PICK_EXP	Pontos: %d / %d
TOOLTIP_PICK_LEVEL	Nível: %d
TOOLTIP_PICK_UPGRADE1	Entrega-a a um Lenhador
TOOLTIP_PICK_UPGRADE2	para conseguir uma
TOOLTIP_PICK_UPGRADE3	Picareta melhorada.
TOOLTIP_POTION_CURE	Curar efeitos negativos.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Rapidez de Ataque +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ATQ BÓNUS MONSTRO: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATQ: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATQ: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DEF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DES: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	RESIST. A DANO: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	VD +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	VD +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Rapidez de Movimento +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	RESIST. A TREVAS: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	RESIST. A TERRA: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	RESIST. A GELO: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	RESIST. A MAGIA: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MN +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MN +%d
TOOLTIP_POTION_PLUS_STR_POINT	FRÇ: +%d
TOOLTIP_POTION_SEC	Seg.
TOOLTIP_POTION_TIME	Duração:
TOOLTIP_PVP_TOURNAMENT_ENTER	Entrar no Torneio de PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	EXP do Torneio de PvP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Tens de ser no mínimo Nível 21.
TOOLTIP_REQUIREMENT_41_LEVEL	Tens de ser no mínimo Nível 41.
TOOLTIP_REQUIREMENT_LEVEL	Tens de ser no mínimo Nível %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Nível %d necessário.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necessário.
TOOLTIP_RESIST_BOW	Defesa contra Flechas %d%%	SA
TOOLTIP_RESIST_DARK	Resistência contra Trevas +%d%%	SA
TOOLTIP_RESIST_EARTH	Resistência contra Terra +%d%%	SA
TOOLTIP_RESIST_ELEC	Resistência a Relâmpagos: +%d%%	SA
TOOLTIP_RESIST_FIRE	Resistência contra Fogo: +%d%%	SA
TOOLTIP_RESIST_ICE	Resistência contra Gelo +%d%%	SA
TOOLTIP_RESIST_MAGIC	Resistência a Magias: +%d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Penetração mágica de %d%%	SA
TOOLTIP_REST_USABLE_COUNT	Sobram: %d
TOOLTIP_SEALED	Vinculado
TOOLTIP_SEASON_PVE_BUFF	Aumenta o dano de PvE em 40% durante 10 minutos.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Aumenta os pontos de karma em 20% durante 10 minutos.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2º bónus +%d%%	SA
TOOLTIP_SELLPRICE	Preço: %s
TOOLTIP_SET_ITEM	Bónus de Conjunto	SNA
TOOLTIP_SHAMAN	Xamã
TOOLTIP_SHIELD	Escudo
TOOLTIP_SHOES	Sapatos
TOOLTIP_SKILL	Habilidades	SNA
TOOLTIP_SKILLBOOK_NAME	Livro de Habilidades
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valor de Ataque: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valor de Ataque:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Rapidez de Ataque: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Defesa:
TOOLTIP_SKILL_AFFECT_DODGE	Rapidez de Ataque do Oponente: -
TOOLTIP_SKILL_AFFECT_HEAL	Restaura VD:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Rapidez de Movimento: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Probabilidade de reflectir ataques físicos:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistência a Danos Corporais:
TOOLTIP_SKILL_COOL_TIME	Tempo de carregamento: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Dano de Emboscada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Dano de Talismã Voador +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Dano de Habilidades: %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% dano de habilidade contra bosses	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Dano de Invocar Raio +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Dano de Garra de Raios +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Dano de Adaga Rotativa +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Dano de Retalho +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Dano de Ataque de Espada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Dano de Força do Golpe +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Dano de Seta Envenenada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Dano de Salto do Lobo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Dano de Ataque Rápido +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Dano de Ataque Destrutivo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Dano de Seta de Fogo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Dano de Ataque Chama +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Dano de Chuva de Setas +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Dano de Bola da Escuridão +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Dano de Ataque Obscuro +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Dano de Atirar Raio +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Dano de Remover Efeito +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Dano de Rugido do Dragão +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Dano de Espada Rotativa +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Dano de Garra de Lobo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Dano de Sopro do Lobo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Dano de Ataque Triplo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Dano de Nuvem Venenosa +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Dano de Ataque do Dedo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Dano de Investida +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Dano de Tiro Duplo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Dano de Ataque do Dragão +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Dano de Espiral do Dragão +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistência contra Dano de Habilidades: %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% dano de habilidade de bosses	SA
TOOLTIP_SKILL_DURATION	Duração: %d seg.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Duração Modo Furtivo +%ds	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Duração Aura da Espada +%ds	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Duração Flutuar +%ds	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Duração Alma do Lobo Rubro +%ds	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Livro do Esquecimento
TOOLTIP_SKILL_LEVEL	Nível Actual: %d
TOOLTIP_SKILL_LEVEL_MASTER	Nível Actual: %d (Mestre)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Nível Actual: %d (Máx. %d)
TOOLTIP_SOCKET_EMPTY	Vazio
TOOLTIP_SOCKET_REFINABLE_ITEM	[Item com Socket]
TOOLTIP_SP_REGEN	Regeneração de MN: +%d%%	SA
TOOLTIP_STR	Força: +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3º bónus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Tempo de Carregamento %d seg.	SA
TOOLTIP_TIME_CHARGER_PER	Tempo de Carregamento %d%%	SA
TOOLTIP_UNIQUE	Único
TOOLTIP_UNSEAL_LEFT_TIME	A remover vínculo em: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorve %d%% VD com Emboscada	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Carregamento Talismã Voador: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Carregamento Talismã Voador: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorve até %d%% VD com Invocar Raio	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorve %d%% VD com Garra de Raios	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	%d%% prob. atordoar com Adaga Rotativa	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Mais prob. ataques críticos por %ds com Retalho	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absorve %d%% VD com Retalho	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Mais Rapidez de Feitiço por %ds com Alma do Lobo Anil	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Mais Rapidez de Movimento por %ds com Alma do Lobo Anil	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Mais Rapidez de Feitiço por %ds com Corpo Forte	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Carregamento Ataque de Espada: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Carregamento Ataque de Espada: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Ataque bónus por %ds com Ajuda do Dragão	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	%d%% prob. atordoar com Força do Golpe	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Ataque bónus por %ds com Seta Envenenada	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Ataque bónus por %ds com Força Vital	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	%d%% prob. atirar para trás com Salto do Lobo	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	%d%% prob. atordoar com Salto do Lobo	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Carregamento Ataque Rápido: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Carregamento Ataque Rápido: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Defesa bónus por %ds com Lâmina Encantada	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	%d%% prob. atirar para trás com Ataque Destrutivo	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Defesa bónus por %ds com Bênção	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	%d%% prob. atirar para trás com Ataque Chama	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Defesa bónus por %ds com Alma do Lobo Rubro	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Ataque bónus por %ds com Curar	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Defesa bónus por %ds com Energia	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	%d%% prob. atirar para trás com Chuva de Setas	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Carregamento Chuva de Setas: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Carregamento Chuva de Setas: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	%d%% prob. atordoar com Bola da Escuridão	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Mais Rapidez de Feitiço por %ds com Protecção Sombria	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Carregamento Ataque Obscuro: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Carregamento Ataque Obscuro: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Ataque bónus por %ds com Espírito da Chama	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Ataque bónus por %ds com Orbe da Espada	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Carregamento Atirar Raio: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Carregamento Atirar Raio: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	%d%% prob. atordoar com Remover Efeito	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Absorve %d%% VD com Rugido do Dragão	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Absorve %d%% VD com Espada Rotativa	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Carregamento Garra de Lobo: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Carregamento Garra de Lobo: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Absorve %d%% MN com Garra de Lobo	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Carregamento Sopro do Lobo: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Carregamento Sopro do Lobo: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Carregamento Ataque Triplo: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Carregamento Ataque Triplo: -%ds com 20%% prob.	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	%d%% prob. atordoar com Ataque Triplo	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Ataque bónus por %ds com Nuvem Venenosa	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	%d%% prob. atirar para trás com Veneno Insidioso	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	%d%% prob. atirar para trás com Ataque do Dedo	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Ataque bónus por %ds com Receio	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Absorve %d%% VD com Ataque Espiritual	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Absorve %d%% VD com Tiro Duplo	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Absorve %d%% VD com Ataque do Dragão	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Carregamento Espiral do Dragão: -%ds com 10%% prob.	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Carregamento Espiral do Dragão: -%ds com 20%% prob.	SA
TOOLTIP_WARRIOR	Guerreiro
TOOLTIP_WEAPON	Arma
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Pulseira
UI_ACCEPT	Aceitar
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Cancelar
UI_CLOSE	Fechar
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
